dataset,model,pooling,probe,feature_dim,n_train,n_test,n_classes,seed,cv_folds,tuning_candidates,selection_metric,cv_score,best_params,MCC,AUROC,F1,Accuracy
enhancers/enhancer,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,14968,400,2,42,4,4,roc_auc,0.9127561923659124,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.43544110754525,0.7791249999999998,0.717356911936668,0.7175
enhancers/enhancer_strength,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,14968,400,3,42,4,4,accuracy,0.727752538749332,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.3050336135069134,0.7077555555555556,0.4938952843984029,0.57
genomic_benchmark/coding,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,75000,25000,2,42,4,4,roc_auc,0.9302394368,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.7010526190607157,0.930262048,0.850518654667892,0.85052
genomic_benchmark/enhancer_cohn,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,20843,6948,2,42,4,4,roc_auc,0.786172686370764,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.4093378891059799,0.7867873824767523,0.7046590767192661,0.7046632124352331
genomic_benchmark/enhancer_ensembl,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,123872,30970,2,42,4,4,roc_auc,0.757371213777327,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.383873142516907,0.7571510567425495,0.691745895205313,0.6918308040038748
genomic_benchmark/human_vs_worm,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,75000,25000,2,42,4,4,roc_auc,0.9326337024,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.7084145643913335,0.9329090816,0.85390902266375,0.85396
genomic_benchmark/open_chromatin_region,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,139804,34952,2,42,4,4,roc_auc,0.6628848981853225,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.236598247670468,0.6605422498531943,0.6180904215154729,0.6182192721446556
genomic_benchmark/promoter_notata_251bps,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,27097,9034,2,42,4,4,roc_auc,0.8841807393744049,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.6024503795805513,0.8816057982053245,0.8002830245241757,0.8008634049147665
genomic_benchmark/regulatory_region_type,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,150000,57713,3,42,4,4,accuracy,0.6329,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.3931230753734605,0.7791354802480859,0.5895612331865977,0.596434078977007
iDHS-EL/DNase_I,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,711,306,2,42,4,4,roc_auc,0.7594807363352317,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.4939183537702721,0.8230909480909481,0.7415540540540541,0.8104575163398693
iDNA_ABF/5mC,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,3281,1407,2,42,4,4,roc_auc,0.6777310639449639,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.2954505764771289,0.698829286822708,0.6471473354231975,0.6474769012082445
iDNA_ABF/6mA,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,25668,11002,2,42,4,4,roc_auc,0.7706830058889859,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.407515370487115,0.7745154233331542,0.7033271218769741,0.7035084530085439
iPro-WAEL/Promoter_Arabidopsis_NonTATA,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,8267,3543,2,42,4,4,roc_auc,0.922169004752355,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.7100295647104687,0.9252660432118672,0.8549057745064045,0.8549252046288456
iPro-WAEL/Promoter_Arabidopsis_TATA,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,3063,1313,2,42,4,4,roc_auc,0.9147405680120176,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.6751361774262383,0.9242039924111194,0.8354636591478697,0.8568164508758568
iPro-WAEL/Promoter_B_amyloliquefaciens,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,1483,636,2,42,4,4,roc_auc,0.8774776833510127,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5693458898109244,0.8681407790512544,0.7845778807380503,0.7845911949685535
iPro-WAEL/Promoter_GM12878,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,10992,2750,2,42,4,4,roc_auc,0.9602891026741164,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.8300429961384642,0.9596646611570248,0.9148975676177508,0.9149090909090908
iPro-WAEL/Promoter_HUVEC,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,11928,2982,2,42,4,4,roc_auc,0.9714767478108084,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.8712399052835358,0.9758812207022596,0.935613218686813,0.9356136820925554
iPro-WAEL/Promoter_Hela-S3,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,11736,2936,2,42,4,4,roc_auc,0.9661283757316728,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.842025152945989,0.965144239692922,0.9209779562614882,0.9209809264305178
iPro-WAEL/Promoter_NHEK,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,8170,2044,2,42,4,4,roc_auc,0.9160299612595832,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.7078054815522075,0.9253889959061125,0.8536800605815822,0.8537181996086106
iPro-WAEL/Promoter_R_capsulatus,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,7406,3175,2,42,4,4,roc_auc,0.6915546883363302,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.2738371450036037,0.6834712836563993,0.636841171191253,0.6368503937007874
mouse/mouse_TFBS_1,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,5668,2430,2,42,4,4,roc_auc,0.632992975703824,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.177828439100884,0.632543142136192,0.5888303284232085,0.5888888888888889
mouse/mouse_TFBS_2,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,47209,20233,2,42,4,4,roc_auc,0.8692729409173594,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5913098048393824,0.8757169917813696,0.7950895472871011,0.7952355063510107
mouse/mouse_TFBS_3,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,2293,983,2,42,4,4,roc_auc,0.8606422047401057,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.593383019636807,0.8886998493202853,0.79648033126294,0.7965412004069176
mouse/mouse_TFBS_4,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,1667,715,2,42,4,4,roc_auc,0.6688264804843436,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.3174914909529525,0.6830978201336401,0.6587405912085504,0.6587412587412588
mouse/mouse_TFBS_5,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,13180,5650,2,42,4,4,roc_auc,0.6342262852140698,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.179127266113107,0.6287576474273632,0.5895435198650836,0.5895575221238938
prom/promoter_all_300bps,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,41437,17759,2,42,4,4,roc_auc,0.9225135803808904,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.694025985626359,0.9231483856026316,0.8467993186671653,0.8468382228729096
prom/promoter_all_70bps,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,41437,17759,2,42,4,4,roc_auc,0.8218189394333291,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.4801576171302639,0.8188473802950378,0.7396384112659604,0.739793907314601
prom/promoter_notata_300bps,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,37146,15920,2,42,4,4,roc_auc,0.949764929498937,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.7593479450259567,0.9510793603696878,0.8793529925307983,0.8793969849246231
prom/promoter_notata_70bps,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,37146,15920,2,42,4,4,roc_auc,0.8391349841507763,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5224645573982828,0.8376645949597232,0.7608827555163309,0.7609924623115578
prom/promoter_tata_300bps,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,4290,1840,2,42,4,4,roc_auc,0.7957331266946037,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.4708549900934551,0.7957130198487713,0.7352690841098524,0.7353260869565217
prom/promoter_tata_70bps,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,4290,1840,2,42,4,4,roc_auc,0.7817996370278497,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.4555771727271063,0.795304229678639,0.7276748404981757,0.7277173913043479
splice/acceptors,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,15525,6654,2,42,4,4,roc_auc,0.7003592584971762,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.2934215240962025,0.6960480475596755,0.6462523535890389,0.6466786895100691
splice/donors,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,15381,6592,2,42,4,4,roc_auc,0.6855419287787521,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.2615983224760375,0.6831704959681875,0.6300565762064776,0.6304611650485437
splice/splice_site_type_DNABERT,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,31933,13687,3,42,4,4,accuracy,0.5711959471052841,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.1475667552956124,0.6904484125493936,0.3962108430633157,0.5659384817710236
splice/splice_site_type_NT,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,20999,9001,3,42,4,4,accuracy,0.5139291928621326,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.2745875890308042,0.6984039517485975,0.514228619041491,0.5157204755027219
tf/Human_TFBS_1,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,24064,10314,2,42,4,4,roc_auc,0.7996127127305908,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.4614394536929448,0.8072599115709331,0.7300063819389472,0.730269536552259
tf/Human_TFBS_2,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,22870,9802,2,42,4,4,roc_auc,0.7943004222181803,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.4489766854809478,0.8016687981719748,0.7237578236020421,0.7240359110385636
tf/Human_TFBS_3,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,14699,6301,2,42,4,4,roc_auc,0.7619019665862389,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.3886045623263673,0.7629633323762173,0.6940788721971349,0.6941755276940168
tf/Human_TFBS_4,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,20505,8789,2,42,4,4,roc_auc,0.6944045364116387,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.2755119307869046,0.6951724945020177,0.633482875989688,0.6359085220161566
tf/Human_TFBS_5,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,14699,6301,2,42,4,4,roc_auc,0.8135539479771733,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.4567440192943106,0.8110785691617174,0.7277500439132593,0.7279796857641644
virus/covid_variants,LongSafari/hyenadna-medium-160k-seqlen-hf,max,linear,256,64168,27501,9,42,4,4,accuracy,0.3397955367161202,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.2575528697512586,0.7153473707224905,0.3404045368964505,0.3428602596269227
EMP/Yeast_H3,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,10475,4490,2,42,4,4,roc_auc,0.9034373520318671,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.6741990385717216,0.9156783799880882,0.8369736066011437,0.8371937639198218
EMP/Yeast_H3K14ac,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,23133,9915,2,42,4,4,roc_auc,0.7237172663131569,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.336425421429071,0.7296057152484452,0.667306254930656,0.6771558245083207
EMP/Yeast_H3K36me3,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,24415,10465,2,42,4,4,roc_auc,0.7632480673767934,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.4094604995298191,0.7679217662650543,0.7038681159261401,0.7079789775441949
EMP/Yeast_H3K4me1,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,22173,9504,2,42,4,4,roc_auc,0.7097209897113936,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.3171813184717086,0.7128619467888662,0.6559445459576971,0.6639309764309764
EMP/Yeast_H3K4me2,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,21478,9205,2,42,4,4,roc_auc,0.6770150580334302,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.256673752461773,0.6816416385442754,0.6180702531861324,0.6529060293318848
EMP/Yeast_H3K4me3,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,25759,11040,2,42,4,4,roc_auc,0.6524208006777185,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.2199159788647336,0.6545416707715229,0.6089607600122382,0.6133152173913043
EMP/Yeast_H3K79me3,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,20185,8652,2,42,4,4,roc_auc,0.8364513268994714,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.545482467702939,0.8415151222495856,0.7723436604443163,0.7740406842348589
EMP/Yeast_H3K9ac,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,19447,8335,2,42,4,4,roc_auc,0.7802942597310591,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.4200981705141061,0.7801872514023457,0.7100487102340671,0.713497300539892
EMP/Yeast_H4,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,10220,4381,2,42,4,4,roc_auc,0.9173640355613144,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.7315792285163532,0.9248071990286918,0.8656187079213852,0.8669253595069619
EMP/Yeast_H4ac,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,23866,10229,2,42,4,4,roc_auc,0.7156659597811643,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.3146653450894607,0.7165440137941871,0.6563266228951168,0.6611594486264541
deep4mc/A.thaliana_4mC,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,156697,67157,2,42,4,4,roc_auc,0.6575785506409114,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.2343320165819309,0.6601418677233416,0.6170865376492327,0.6171359649775898
deep4mc/C.elegans_4mC,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,84926,36398,2,42,4,4,roc_auc,0.6773825540480096,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.2542175627521662,0.6728795892530166,0.6270745262366524,0.6270948953239189
deep4mc/D.melanogaster_4mC,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,126466,54200,2,42,4,4,roc_auc,0.6832906173238631,"{'clf__C': 10.0, 'clf__penalty': 'l2'}",0.2681391852709534,0.6834163968355551,0.6340446397653752,0.6340590405904059
deep4mc/E.coli_4mC,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,8681,3721,2,42,4,4,roc_auc,0.6752325657646544,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.1326636422478019,0.6827022500546129,0.5374323979208605,0.8220908357968288
deep4mc/G.pickeringii_4mC,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,24053,10309,2,42,4,4,roc_auc,0.6989960340455457,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.1542662146943708,0.6883591255922183,0.531123571567596,0.832282471626734
deep4mc/G.subterraneus_4mC,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,63567,27243,2,42,4,4,roc_auc,0.6653716353643985,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.0754125375385023,0.6765256624471411,0.4754035714675584,0.8332048599640275
enhancers/enhancer,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,14968,400,2,42,4,4,roc_auc,0.9444332480822798,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.4020151261036848,0.775625,0.6992481203007519,0.7
enhancers/enhancer_strength,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,14968,400,3,42,4,4,accuracy,0.7976349545697488,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.30347266061874,0.7106611111111111,0.4794330071370085,0.565
genomic_benchmark/coding,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,75000,25000,2,42,4,4,roc_auc,0.9538580252444444,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.7649011703096776,0.953794432,0.8824383731351828,0.88244
genomic_benchmark/enhancer_cohn,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,20843,6948,2,42,4,4,roc_auc,0.8085313306538862,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.4514074445128961,0.8043222802567573,0.7256598823312698,0.7256764536557283
genomic_benchmark/enhancer_ensembl,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,123872,30970,2,42,4,4,roc_auc,0.8250449676063311,"{'clf__C': 10.0, 'clf__penalty': 'l2'}",0.4967218411406615,0.8232572357200073,0.7480330554896912,0.7481433645463351
genomic_benchmark/human_vs_worm,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,75000,25000,2,42,4,4,roc_auc,0.976821083022222,"{'clf__C': 10.0, 'clf__penalty': 'l2'}",0.8473602711553301,0.9781828096,0.923679987788798,0.92368
genomic_benchmark/open_chromatin_region,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,139804,34952,2,42,4,4,roc_auc,0.7377376527171046,"{'clf__C': 10.0, 'clf__penalty': 'l2'}",0.354720393461702,0.7383076937060621,0.6771365093206292,0.6772430762188144
genomic_benchmark/promoter_notata_251bps,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,27097,9034,2,42,4,4,roc_auc,0.907698149858687,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.6671905256143239,0.9097356196392324,0.8324229535791334,0.8328536639362408
genomic_benchmark/regulatory_region_type,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,150000,57713,3,42,4,4,accuracy,0.7381666666666666,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.3401395809277779,0.7100462549876211,0.5229994049894379,0.5601510924748324
iDHS-EL/DNase_I,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,711,306,2,42,4,4,roc_auc,0.7811903649541212,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5986661219388097,0.8206241956241955,0.7969647772993577,0.8464052287581699
iDNA_ABF/5mC,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,3281,1407,2,42,4,4,roc_auc,0.7326798076686482,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.4058281421507591,0.7729859045648519,0.7029126507849912,0.7029140014214641
iDNA_ABF/6mA,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,25668,11002,2,42,4,4,roc_auc,0.8338345691746017,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.5129379095030244,0.8376238115850828,0.7563789434525456,0.7564079258316669
iPro-WAEL/Promoter_Arabidopsis_NonTATA,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,8267,3543,2,42,4,4,roc_auc,0.9658441965415508,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.8306569026832216,0.9728300701163594,0.9153258262841892,0.9153259949195596
iPro-WAEL/Promoter_Arabidopsis_TATA,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,3063,1313,2,42,4,4,roc_auc,0.953780636940504,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.776293231478103,0.9621741730594736,0.8878635975729412,0.9002284843869002
iPro-WAEL/Promoter_B_amyloliquefaciens,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,1483,636,2,42,4,4,roc_auc,0.8941581916872735,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5915638580722606,0.8771693877752835,0.7954983922829582,0.7955974842767296
iPro-WAEL/Promoter_GM12878,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,10992,2750,2,42,4,4,roc_auc,0.978712452512771,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.8596875201182947,0.9799674710743802,0.9298160937019614,0.9298181818181818
iPro-WAEL/Promoter_HUVEC,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,11928,2982,2,42,4,4,roc_auc,0.9848882024541616,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.8987355922448819,0.98702341480135,0.9493625646980104,0.9493628437290408
iPro-WAEL/Promoter_Hela-S3,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,11736,2936,2,42,4,4,roc_auc,0.9814534854274148,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.8896589872312157,0.9856242900311086,0.9448224786172488,0.9448228882833788
iPro-WAEL/Promoter_NHEK,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,8170,2044,2,42,4,4,roc_auc,0.9438410754566612,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.7761618051204312,0.9488130024011858,0.8879480124893742,0.8879647749510763
iPro-WAEL/Promoter_R_capsulatus,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,7406,3175,2,42,4,4,roc_auc,0.7187524804296337,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.307262260911987,0.7169218886559509,0.6535374987004556,0.6535433070866141
mouse/mouse_TFBS_1,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,5668,2430,2,42,4,4,roc_auc,0.7371352386188872,"{'clf__C': 10.0, 'clf__penalty': 'l2'}",0.3486023135932624,0.73002828159664,0.6738617630471564,0.674074074074074
mouse/mouse_TFBS_2,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,47209,20233,2,42,4,4,roc_auc,0.9317695834877416,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.7124500926788468,0.9342576102385796,0.8558086320534946,0.8558790095388722
mouse/mouse_TFBS_3,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,2293,983,2,42,4,4,roc_auc,0.8981471596305454,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.650074927963536,0.915346149388174,0.825023802624498,0.8250254323499492
mouse/mouse_TFBS_4,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,1667,715,2,42,4,4,roc_auc,0.7420602905760738,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.3259998564087435,0.7400826252288626,0.6628948609146629,0.6629370629370629
mouse/mouse_TFBS_5,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,13180,5650,2,42,4,4,roc_auc,0.736746736490589,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.3547064664057877,0.7414340355548594,0.6773377642487317,0.6773451327433628
prom/promoter_all_300bps,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,41437,17759,2,42,4,4,roc_auc,0.95484803766822,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.7803390644205919,0.9538796814327564,0.8901359955372543,0.8901402105974435
prom/promoter_all_70bps,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,41437,17759,2,42,4,4,roc_auc,0.869851787929088,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.5623916043978658,0.8673505672865116,0.7809404270727753,0.7810124443943915
prom/promoter_notata_300bps,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,37146,15920,2,42,4,4,roc_auc,0.9815798158845048,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.8722654392803515,0.9825606045301886,0.9360495991104232,0.9360552763819096
prom/promoter_notata_70bps,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,37146,15920,2,42,4,4,roc_auc,0.8905773566378268,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.615126856596554,0.8884012714325397,0.807447158372676,0.8074748743718593
prom/promoter_tata_300bps,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,4290,1840,2,42,4,4,roc_auc,0.8268714030181059,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5022498733998413,0.8302841446124763,0.7510681336963096,0.7510869565217392
prom/promoter_tata_70bps,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,4290,1840,2,42,4,4,roc_auc,0.804061755207899,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.4675017856883002,0.8175360349716446,0.7336641852770884,0.7336956521739131
splice/acceptors,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,15525,6654,2,42,4,4,roc_auc,0.7894495046481858,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.4290028042187891,0.7794527565457798,0.7142529867079022,0.7144574691914638
splice/donors,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,15381,6592,2,42,4,4,roc_auc,0.7817248595284856,"{'clf__C': 10.0, 'clf__penalty': 'l2'}",0.4154244351211371,0.7818578555911485,0.7071661950478401,0.707372572815534
splice/splice_site_type_DNABERT,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,31933,13687,3,42,4,4,accuracy,0.610465572099981,"{'clf__C': 10.0, 'clf__penalty': 'l2'}",0.3004485131761592,0.7629181401344423,0.5298089117937352,0.6159129100606415
splice/splice_site_type_NT,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,20999,9001,3,42,4,4,accuracy,0.5784086220504586,"{'clf__C': 10.0, 'clf__penalty': 'l2'}",0.4031806488753791,0.7738708406732586,0.5989136341033293,0.6010443284079546
tf/Human_TFBS_1,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,24064,10314,2,42,4,4,roc_auc,0.847929568137449,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.5476069487190333,0.8549727804266188,0.7733910679141782,0.7735117316269149
tf/Human_TFBS_2,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,22870,9802,2,42,4,4,roc_auc,0.8413343455701678,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.508947583296335,0.841229908607486,0.7539666014433125,0.7541318098347276
tf/Human_TFBS_3,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,14699,6301,2,42,4,4,roc_auc,0.8077822820058187,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.4675170830627503,0.810883015218147,0.733657315293605,0.7336930645929217
tf/Human_TFBS_4,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,20505,8789,2,42,4,4,roc_auc,0.7359488319692955,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.3410374119909527,0.741054224837572,0.6691394736508929,0.669814540903402
tf/Human_TFBS_5,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,14699,6301,2,42,4,4,roc_auc,0.8541245934328257,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.5335484250817322,0.853045996987603,0.766674072663408,0.766703697825742
