dataset,model,pooling,probe,feature_dim,n_train,n_test,n_classes,seed,cv_folds,tuning_candidates,selection_metric,cv_score,best_params,MCC,AUROC,F1,Accuracy
genomic_benchmark/coding,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,75000,25000,2,42,4,4,roc_auc,0.9417178510222222,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.7412281814382038,0.9424955712,0.8705975401109984,0.8706
genomic_benchmark/enhancer_cohn,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,20843,6948,2,42,4,4,roc_auc,0.7887288148333084,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.4283349194169045,0.7925378889946171,0.7141589383033495,0.7141623488773747
genomic_benchmark/enhancer_ensembl,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,123872,30970,2,42,4,4,roc_auc,0.788679044867508,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.4452984377462737,0.7895409652533846,0.7224161839511191,0.7225056506296416
genomic_benchmark/human_vs_worm,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,75000,25000,2,42,4,4,roc_auc,0.9746461781333334,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.8439219687034649,0.9764047488,0.9219599089740378,0.92196
genomic_benchmark/open_chromatin_region,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,139804,34952,2,42,4,4,roc_auc,0.7129813091716872,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.3112301801522769,0.7138821806878095,0.6553704366111908,0.655498970016022
genomic_benchmark/promoter_notata_251bps,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,27097,9034,2,42,4,4,roc_auc,0.8916458511807661,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.6429951524567219,0.894952478119782,0.820894290300841,0.8215629842816028
genomic_benchmark/regulatory_region_type,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,150000,57713,3,42,4,4,accuracy,0.6507933333333333,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.4765894123269122,0.8333629898681432,0.6542783198610554,0.652695233309653
iDHS-EL/DNase_I,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,711,306,2,42,4,4,roc_auc,0.811499490784686,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5676466416025993,0.8273273273273273,0.7792207792207793,0.8366013071895425
iDNA_ABF/5mC,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,3281,1407,2,42,4,4,roc_auc,0.5992430462981859,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.1528724158964235,0.6042447950342688,0.5763418478700186,0.5764036958066808
iDNA_ABF/6mA,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,25668,11002,2,42,4,4,roc_auc,0.7099725342883054,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.2849206527999195,0.7029666996144641,0.642388895074655,0.6424286493364842
iPro-WAEL/Promoter_Arabidopsis_NonTATA,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,8267,3543,2,42,4,4,roc_auc,0.9418688241581796,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.7533439749898102,0.9420816694346972,0.876656273379022,0.8766581992661586
iPro-WAEL/Promoter_Arabidopsis_TATA,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,3063,1313,2,42,4,4,roc_auc,0.9221832498586574,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.7336244922230764,0.9414052833457066,0.8667968924164287,0.8804265041888805
iPro-WAEL/Promoter_B_amyloliquefaciens,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,1483,636,2,42,4,4,roc_auc,0.7910314836759643,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.4056506282493135,0.7679360778457918,0.7028235765302717,0.7028301886792453
iPro-WAEL/Promoter_GM12878,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,10992,2750,2,42,4,4,roc_auc,0.9714676705461588,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.8661900649231813,0.9757069752066116,0.9330905905800014,0.9330909090909092
iPro-WAEL/Promoter_HUVEC,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,11928,2982,2,42,4,4,roc_auc,0.9787093902561356,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.8853359655157754,0.979986334281117,0.9426551553085328,0.942655935613682
iPro-WAEL/Promoter_Hela-S3,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,11736,2936,2,42,4,4,roc_auc,0.9747630093365096,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.8712778665346034,0.9760513107974668,0.9356257993787684,0.9356267029972752
iPro-WAEL/Promoter_NHEK,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,8170,2044,2,42,4,4,roc_auc,0.9252573133654154,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.7172379591607889,0.9278026279004752,0.8586089092404845,0.8586105675146771
iPro-WAEL/Promoter_R_capsulatus,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,7406,3175,2,42,4,4,roc_auc,0.5947387300474172,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.1304495205649518,0.5988463611517495,0.565223862824482,0.5653543307086614
mouse/mouse_TFBS_1,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,5668,2430,2,42,4,4,roc_auc,0.6514770744184935,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.2487013111099532,0.6772714186523058,0.6241728453577615,0.6242798353909464
mouse/mouse_TFBS_2,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,47209,20233,2,42,4,4,roc_auc,0.853937446853318,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5530556878527619,0.8573387491302337,0.776493781218299,0.7765037315277022
mouse/mouse_TFBS_3,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,2293,983,2,42,4,4,roc_auc,0.841685541024795,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5483236674002637,0.8574296690013743,0.7741586289688289,0.7741607324516785
mouse/mouse_TFBS_4,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,1667,715,2,42,4,4,roc_auc,0.7047829526874948,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.3090934697901507,0.7081670657089651,0.6545454545454545,0.6545454545454545
mouse/mouse_TFBS_5,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,13180,5650,2,42,4,4,roc_auc,0.6257042445517299,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.1755761122531868,0.6252208317017778,0.5877865646710545,0.587787610619469
prom/promoter_all_300bps,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,41437,17759,2,42,4,4,roc_auc,0.9407352526061892,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.7512286910579329,0.9410480582790248,0.8756120105974237,0.875612365561124
prom/promoter_all_70bps,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,41437,17759,2,42,4,4,roc_auc,0.824702891049949,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.4913942028889818,0.825548103430607,0.7455396603396603,0.7455937834337519
prom/promoter_notata_300bps,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,37146,15920,2,42,4,4,roc_auc,0.9753818796573824,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.8540438847737064,0.9774683246635186,0.926872648858157,0.9268844221105528
prom/promoter_notata_70bps,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,37146,15920,2,42,4,4,roc_auc,0.8467133735561918,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5342421063681946,0.8474672672407262,0.7670698951779489,0.7670854271356784
prom/promoter_tata_300bps,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,4290,1840,2,42,4,4,roc_auc,0.6713450190536623,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.3133108542068255,0.7059634924385634,0.6563751789220118,0.6565217391304348
prom/promoter_tata_70bps,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,4290,1840,2,42,4,4,roc_auc,0.7195168926341464,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.3434790724940413,0.7319500236294897,0.6717387426024841,0.6717391304347826
splice/acceptors,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,15525,6654,2,42,4,4,roc_auc,0.7507295756732731,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.3698626657285362,0.7472863699607886,0.6845094669625442,0.6848512173128944
splice/donors,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,15381,6592,2,42,4,4,roc_auc,0.7465629246117192,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.3735648636493907,0.7518794874627195,0.6867196964408935,0.6867415048543689
splice/splice_site_type_DNABERT,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,31933,13687,3,42,4,4,accuracy,0.5534400019505377,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.1716978655849228,0.6720629354252251,0.4105747063471728,0.5583400306860524
splice/splice_site_type_NT,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,20999,9001,3,42,4,4,accuracy,0.4341162851881084,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.1746140479894564,0.6316990996119725,0.4492219822837953,0.4497278080213309
tf/Human_TFBS_1,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,24064,10314,2,42,4,4,roc_auc,0.7845540493524361,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.4533643676471227,0.7970369904111162,0.7266821769924674,0.7266821795617607
tf/Human_TFBS_2,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,22870,9802,2,42,4,4,roc_auc,0.7731463143544375,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.4146103077188361,0.7752497616445698,0.7073042630933519,0.7073046317078148
tf/Human_TFBS_3,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,14699,6301,2,42,4,4,roc_auc,0.7223046363345347,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.3663481909058729,0.7458803201805423,0.6829695598954522,0.6830661799714332
tf/Human_TFBS_4,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,20505,8789,2,42,4,4,roc_auc,0.668340817730229,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.251155741814993,0.6728348668652,0.6255220738086611,0.625554670610991
tf/Human_TFBS_5,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,14699,6301,2,42,4,4,roc_auc,0.8034322971249379,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.4706530141246332,0.8082621289285841,0.7352553019127995,0.7352801142675766
virus/covid_variants,zhihan1996/DNABERT-2-117M,mean_max,linear,1536,64168,27501,9,42,4,4,accuracy,0.5431367659892781,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.4936488127421919,0.8656750959770929,0.5521763928934902,0.5513981309770554
genomic_benchmark/open_chromatin_region,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,139804,34952,2,42,4,4,roc_auc,0.770476907467785,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.4020102822649795,0.7713184104010858,0.7005793482926534,0.7007610437170977
genomic_benchmark/promoter_notata_251bps,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,27097,9034,2,42,4,4,roc_auc,0.9386211137492148,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.746941120224846,0.938756925514766,0.8724431323948181,0.8728138144786363
genomic_benchmark/regulatory_region_type,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,150000,57713,3,42,4,4,accuracy,0.7006666666666665,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5327013269599186,0.8578289430466874,0.6926958139870959,0.6899312113388665
iDHS-EL/DNase_I,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,711,306,2,42,4,4,roc_auc,0.8435052800189844,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.6672547050093839,0.875053625053625,0.8334059233449478,0.869281045751634
iDNA_ABF/5mC,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,3281,1407,2,42,4,4,roc_auc,0.7825754351988954,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.4701544573076486,0.8193395997672313,0.7348063869491903,0.7348969438521677
iDNA_ABF/6mA,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,25668,11002,2,42,4,4,roc_auc,0.8687223225241664,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5837259796919859,0.8736985600707656,0.7918535430843499,0.7918560261770587
iPro-WAEL/Promoter_Arabidopsis_NonTATA,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,8267,3543,2,42,4,4,roc_auc,0.9836373215017896,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.8851426461181657,0.9864368627740892,0.9424123866289577,0.9424216765453006
iPro-WAEL/Promoter_Arabidopsis_TATA,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,3063,1313,2,42,4,4,roc_auc,0.975859872420632,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.8504128605607232,0.9763208364266268,0.9251278068983368,0.9322162985529322
iPro-WAEL/Promoter_B_amyloliquefaciens,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,1483,636,2,42,4,4,roc_auc,0.9090355565597398,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.6354948034254955,0.9062033365307596,0.8175451092117758,0.8176100628930818
iPro-WAEL/Promoter_GM12878,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,10992,2750,2,42,4,4,roc_auc,0.9872425413533517,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.8967310671675849,0.987450181818182,0.9483635271162226,0.9483636363636364
iPro-WAEL/Promoter_HUVEC,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,11928,2982,2,42,4,4,roc_auc,0.992899381534006,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.9275862552171236,0.9935341987089088,0.9637822888852102,0.9637826961770624
iPro-WAEL/Promoter_Hela-S3,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,11736,2936,2,42,4,4,roc_auc,0.9901101906101468,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.9148758207630746,0.9916103022518544,0.9574244704886036,0.957425068119891
iPro-WAEL/Promoter_NHEK,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,8170,2044,2,42,4,4,roc_auc,0.9775753624943876,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.8532698102716024,0.975158068481662,0.9266127248652172,0.926614481409002
iPro-WAEL/Promoter_R_capsulatus,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,7406,3175,2,42,4,4,roc_auc,0.7624568577452601,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.3830225069329067,0.7677052565066327,0.6913594957254086,0.6916535433070866
mouse/mouse_TFBS_1,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,5668,2430,2,42,4,4,roc_auc,0.8655467834859314,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5705781164148367,0.867599451303155,0.78457925160999,0.7847736625514403
mouse/mouse_TFBS_2,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,47209,20233,2,42,4,4,roc_auc,0.9676174583961488,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.8206662650952449,0.9712489661783548,0.9100713704218252,0.9100973656897148
mouse/mouse_TFBS_3,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,2293,983,2,42,4,4,roc_auc,0.9558766847158112,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.7928851967842138,0.9682496315798188,0.8962049689440994,0.896236012207528
mouse/mouse_TFBS_4,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,1667,715,2,42,4,4,roc_auc,0.896820521962855,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.6471496762537878,0.8946293601239379,0.822021125007595,0.8223776223776224
mouse/mouse_TFBS_5,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,13180,5650,2,42,4,4,roc_auc,0.8044235694790765,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.444453782888267,0.7986756676325476,0.7220594988504503,0.7221238938053097
prom/promoter_all_300bps,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,41437,17759,2,42,4,4,roc_auc,0.9722978127373376,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.8335797994022573,0.9715474322447236,0.9167731087700473,0.9167745931640296
prom/promoter_all_70bps,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,41437,17759,2,42,4,4,roc_auc,0.8898640408147419,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.6170023549057223,0.8921475246786374,0.808414368924709,0.808435159637367
prom/promoter_notata_300bps,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,37146,15920,2,42,4,4,roc_auc,0.993696159672954,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.931961441180574,0.9945682242872654,0.9659538260168476,0.9659547738693468
prom/promoter_notata_70bps,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,37146,15920,2,42,4,4,roc_auc,0.910928440815203,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.664752006011292,0.9133398146511452,0.8323424981606515,0.8323492462311558
prom/promoter_tata_300bps,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,4290,1840,2,42,4,4,roc_auc,0.8727244698905519,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.6066134834569511,0.8777995037807184,0.8032459921355112,0.8032608695652174
prom/promoter_tata_70bps,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,4290,1840,2,42,4,4,roc_auc,0.8462054521244877,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5436954226849542,0.856282490548204,0.771693544670427,0.7717391304347826
splice/acceptors,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,15525,6654,2,42,4,4,roc_auc,0.9551793220197108,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.8026252838894012,0.9469777380242498,0.9006949481332783,0.9008115419296664
splice/donors,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,15381,6592,2,42,4,4,roc_auc,0.9486055578607148,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.7965793833671015,0.9528462940461724,0.8982023402567685,0.8982099514563107
splice/splice_site_type_DNABERT,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,31933,13687,3,42,4,4,accuracy,0.7632544189280477,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.6096918585129518,0.8848006057867274,0.7356066507681414,0.7746036384890772
splice/splice_site_type_NT,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,20999,9001,3,42,4,4,accuracy,0.714272405628283,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5953317323008769,0.8778016592955687,0.7303250690387081,0.7301410954338406
tf/Human_TFBS_1,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,24064,10314,2,42,4,4,roc_auc,0.8669007812057916,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5860216869588508,0.8759891134491001,0.792864686312007,0.7929028504944735
tf/Human_TFBS_2,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,22870,9802,2,42,4,4,roc_auc,0.8483726638595042,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5447864037990587,0.8585306347875238,0.7722488052622427,0.7722913691083453
tf/Human_TFBS_3,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,14699,6301,2,42,4,4,roc_auc,0.8301777920981724,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5181717066388599,0.83842750852589,0.75908585331943,0.7590858593873988
tf/Human_TFBS_4,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,20505,8789,2,42,4,4,roc_auc,0.7565023946765712,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.3902300340976158,0.7694783402540335,0.6950421162475757,0.6950733871885311
tf/Human_TFBS_5,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,14699,6301,2,42,4,4,roc_auc,0.8950644226968514,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.6423410585235418,0.8944254532448755,0.8209291582164207,0.8209807966989366
virus/covid_variants,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,64168,27501,9,42,4,4,accuracy,0.5700816606408179,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.5341060580080513,0.8819877647337547,0.5883337463977617,0.5871422857350642
EMP/Yeast_H3,InstaDeepAI/NTv3_650M_pre,cls,linear,1536,10475,4490,2,42,4,4,roc_auc,0.7861298412473458,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.4379190932321214,0.7875233273774072,0.7188773550008494,0.7189309576837416
EMP/Yeast_H3K14ac,InstaDeepAI/NTv3_650M_pre,cls,linear,1536,23133,9915,2,42,4,4,roc_auc,0.7329872490470093,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.3540424531422815,0.7373345981337422,0.6764980321481298,0.6851235501765003
EMP/Yeast_H3K36me3,InstaDeepAI/NTv3_650M_pre,cls,linear,1536,24415,10465,2,42,4,4,roc_auc,0.763446369098747,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.4239036929840456,0.7710090360227201,0.711840357444753,0.7144768275203058
EMP/Yeast_H3K4me1,InstaDeepAI/NTv3_650M_pre,cls,linear,1536,22173,9504,2,42,4,4,roc_auc,0.6789108622627029,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.2979243244999253,0.6912743902221239,0.6487797798423298,0.6527777777777778
EMP/Yeast_H3K4me2,InstaDeepAI/NTv3_650M_pre,cls,linear,1536,21478,9205,2,42,4,4,roc_auc,0.6126681006786656,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.1775361242637518,0.6274686878649477,0.5836010550043285,0.6143400325909831
EMP/Yeast_H3K4me3,InstaDeepAI/NTv3_650M_pre,cls,linear,1536,25759,11040,2,42,4,4,roc_auc,0.6385360738847562,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.2134403680051127,0.6470983809897133,0.6050135324799988,0.6105072463768116
EMP/Yeast_H3K79me3,InstaDeepAI/NTv3_650M_pre,cls,linear,1536,20185,8652,2,42,4,4,roc_auc,0.7767774050474383,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.4529156866369642,0.7872296532371861,0.7260076928682224,0.7281553398058253
EMP/Yeast_H3K9ac,InstaDeepAI/NTv3_650M_pre,cls,linear,1536,19447,8335,2,42,4,4,roc_auc,0.7296077533119146,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.3431450075827391,0.7343696947621476,0.6709449896905376,0.6773845230953809
EMP/Yeast_H4,InstaDeepAI/NTv3_650M_pre,cls,linear,1536,10220,4381,2,42,4,4,roc_auc,0.8255217157105499,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5419222354192347,0.838872509038469,0.7708023918916973,0.7744807121661721
EMP/Yeast_H4ac,InstaDeepAI/NTv3_650M_pre,cls,linear,1536,23866,10229,2,42,4,4,roc_auc,0.6916500815519364,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.3094143189212284,0.7075804546132045,0.6542603966257394,0.6581288493498876
deep4mc/A.thaliana_4mC,InstaDeepAI/NTv3_650M_pre,cls,linear,1536,156697,67157,2,42,4,4,roc_auc,0.6427257214230502,"{'clf__C': 10.0, 'clf__penalty': 'l2'}",0.2210579022219623,0.650855843277856,0.6105167674422802,0.6105245916285719
deep4mc/C.elegans_4mC,InstaDeepAI/NTv3_650M_pre,cls,linear,1536,84926,36398,2,42,4,4,roc_auc,0.6281618695492561,"{'clf__C': 10.0, 'clf__penalty': 'l2'}",0.1868814513980494,0.6295301632303206,0.5934358807005284,0.5934391999560416
deep4mc/D.melanogaster_4mC,InstaDeepAI/NTv3_650M_pre,cls,linear,1536,126466,54200,2,42,4,4,roc_auc,0.6666469832538294,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.2485241478409772,0.6722068245258098,0.6242618697034548,0.6242619926199262
deep4mc/E.coli_4mC,InstaDeepAI/NTv3_650M_pre,cls,linear,1536,8681,3721,2,42,4,4,roc_auc,0.5937302318109573,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.0738889488816061,0.6277886425814774,0.5035805070867199,0.820478366030637
deep4mc/G.pickeringii_4mC,InstaDeepAI/NTv3_650M_pre,cls,linear,1536,24053,10309,2,42,4,4,roc_auc,0.6381251005758924,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.0791017367812554,0.6340003189844965,0.4981777941806804,0.8255892909108546
deep4mc/G.subterraneus_4mC,InstaDeepAI/NTv3_650M_pre,cls,linear,1536,63567,27243,2,42,4,4,roc_auc,0.6134324394941091,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.0480806094208461,0.6286640299240469,0.4696884222483125,0.8315163528245788
enhancers/enhancer,InstaDeepAI/NTv3_650M_pre,cls,linear,1536,14968,400,2,42,4,4,roc_auc,0.8615579261055333,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.3700740222074026,0.75045,0.684968496849685,0.685
enhancers/enhancer_strength,InstaDeepAI/NTv3_650M_pre,cls,linear,1536,14968,400,3,42,4,4,accuracy,0.6564671298770711,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.2806193047409447,0.7007138888888887,0.4894431891874347,0.555
genomic_benchmark/coding,InstaDeepAI/NTv3_650M_pre,cls,linear,1536,75000,25000,2,42,4,4,roc_auc,0.9518129038222224,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.776519284196659,0.9523661824,0.8879167661790515,0.88796
genomic_benchmark/enhancer_cohn,InstaDeepAI/NTv3_650M_pre,cls,linear,1536,20843,6948,2,42,4,4,roc_auc,0.7448228355873228,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.3739608522338762,0.7541048413264222,0.6869434091156128,0.6869602763385146
genomic_benchmark/enhancer_ensembl,InstaDeepAI/NTv3_650M_pre,cls,linear,1536,123872,30970,2,42,4,4,roc_auc,0.841208734893115,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5218438769566301,0.8430914540293298,0.7606981374765074,0.7607684856312561
genomic_benchmark/human_vs_worm,InstaDeepAI/NTv3_650M_pre,cls,linear,1536,75000,25000,2,42,4,4,roc_auc,0.958634055111111,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.7756825417607174,0.9587977408,0.8878398162367549,0.88784
genomic_benchmark/open_chromatin_region,InstaDeepAI/NTv3_650M_pre,cls,linear,1536,139804,34952,2,42,4,4,roc_auc,0.6650580997082121,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.2293675098262995,0.6624928862974281,0.6144976767841126,0.614614328221561
genomic_benchmark/promoter_notata_251bps,InstaDeepAI/NTv3_650M_pre,cls,linear,1536,27097,9034,2,42,4,4,roc_auc,0.8727749060288239,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.592039060110418,0.87497582722747,0.7948264428927114,0.795328758025238
genomic_benchmark/regulatory_region_type,InstaDeepAI/NTv3_650M_pre,cls,linear,1536,150000,57713,3,42,4,4,accuracy,0.5605466666666666,"{'clf__C': 10.0, 'clf__penalty': 'l2'}",0.3336398872794143,0.7478959032874609,0.5502774316543768,0.5587129416249372
iDNA_ABF/5mC,InstaDeepAI/NTv3_650M_pre,cls,linear,1536,3281,1407,2,42,4,4,roc_auc,0.6811356096692532,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.3349655621366953,0.7277839292641924,0.6672884918549659,0.6673773987206824
