dataset,lp_kmer_k4_MCC,lp_kmer_k4_AUROC,lp_kmer_k4_F1,lp_kmer_k4_Accuracy,lp_kmer_k5_MCC,lp_kmer_k5_AUROC,lp_kmer_k5_F1,lp_kmer_k5_Accuracy,lp_kmer_k6_MCC,lp_kmer_k6_AUROC,lp_kmer_k6_F1,lp_kmer_k6_Accuracy,lp_fm_NTv3_650M_pre_MCC,lp_fm_NTv3_650M_pre_AUROC,lp_fm_NTv3_650M_pre_F1,lp_fm_NTv3_650M_pre_Accuracy,lp_fm_hyenadna-large-1m-seqlen-hf_MCC,lp_fm_hyenadna-large-1m-seqlen-hf_AUROC,lp_fm_hyenadna-large-1m-seqlen-hf_F1,lp_fm_hyenadna-large-1m-seqlen-hf_Accuracy,lp_fm_DNABERT-2-117M_MCC,lp_fm_DNABERT-2-117M_AUROC,lp_fm_DNABERT-2-117M_F1,lp_fm_DNABERT-2-117M_Accuracy
variant_effect_pathogenic_clinvar,0.2597522554816848,0.635111400164345,0.6104390054390054,0.6129666011787819,0.0596604331144562,0.5692254368576625,0.5298049500050077,0.5333988212180747,0.0743376392724921,0.5737157144136741,0.5343170963807959,0.5471512770137524,0.1771675474776442,0.6277197724095227,0.585301624443492,0.5854616895874263,0.1051462550079085,0.6202775170673386,0.5397112629896316,0.5412573673870335,-0.00055780788916292,0.5046674741117779,0.4996899097812986,0.5049115913555993
