dataset,lp_kmer_k4_MCC,lp_kmer_k4_AUROC,lp_kmer_k4_F1,lp_kmer_k4_Accuracy,lp_kmer_k5_MCC,lp_kmer_k5_AUROC,lp_kmer_k5_F1,lp_kmer_k5_Accuracy,lp_kmer_k6_MCC,lp_kmer_k6_AUROC,lp_kmer_k6_F1,lp_kmer_k6_Accuracy,lp_fm_NTv3_650M_pre_MCC__pool_max,lp_fm_NTv3_650M_pre_AUROC__pool_max,lp_fm_NTv3_650M_pre_F1__pool_max,lp_fm_NTv3_650M_pre_Accuracy__pool_max,lp_fm_hyenadna-medium-160k-seqlen-hf_MCC,lp_fm_hyenadna-medium-160k-seqlen-hf_AUROC,lp_fm_hyenadna-medium-160k-seqlen-hf_F1,lp_fm_hyenadna-medium-160k-seqlen-hf_Accuracy,lp_fm_DNABERT-2-117M_MCC,lp_fm_DNABERT-2-117M_AUROC,lp_fm_DNABERT-2-117M_F1,lp_fm_DNABERT-2-117M_Accuracy,lp_fm_NTv3_650M_pre_MCC__pool_cls,lp_fm_NTv3_650M_pre_AUROC__pool_cls,lp_fm_NTv3_650M_pre_F1__pool_cls,lp_fm_NTv3_650M_pre_Accuracy__pool_cls,lp_fm_DNABERT-2-117M_MCC__pool_max,lp_fm_DNABERT-2-117M_AUROC__pool_max,lp_fm_DNABERT-2-117M_F1__pool_max,lp_fm_DNABERT-2-117M_Accuracy__pool_max,lp_fm_hyenadna-medium-160k-seqlen-hf_MCC__pool_max,lp_fm_hyenadna-medium-160k-seqlen-hf_AUROC__pool_max,lp_fm_hyenadna-medium-160k-seqlen-hf_F1__pool_max,lp_fm_hyenadna-medium-160k-seqlen-hf_Accuracy__pool_max,lp_fm_caduceus-ph_seqlen-131k_d_model-256_n_layer-16_MCC,lp_fm_caduceus-ph_seqlen-131k_d_model-256_n_layer-16_AUROC,lp_fm_caduceus-ph_seqlen-131k_d_model-256_n_layer-16_F1,lp_fm_caduceus-ph_seqlen-131k_d_model-256_n_layer-16_Accuracy,lp_fm_evo2_1b_base_MCC,lp_fm_evo2_1b_base_AUROC,lp_fm_evo2_1b_base_F1,lp_fm_evo2_1b_base_Accuracy
genomic_benchmark/promoter_notata_251bps,0.656866055657908,0.8971855360008218,0.8265853551248108,0.8268762452955501,0.695092247922713,0.9168468479816012,0.8457517703731385,0.8460261235333185,0.7750647094460206,0.9459666972669888,0.8860614167303673,0.8863183528890857,0.7117858642404844,0.9294026120671962,0.8548991948107281,0.8553243303077264,0.7440807585617263,0.9380018705959554,0.8699563738475466,0.8701571839716626,0.634508056797744,0.8898414587190789,0.8158478941358338,0.8162497232676555,0.6015494428172755,0.8772952279057155,0.7988871864895071,0.7992030108479079,0.5979362014724807,0.8762234016147783,0.7979732596329687,0.7985388532211645,0.6019373343301184,0.8815389171141252,0.7999713262959394,0.8005313261013948,0.7051158641081641,0.9248885335728012,0.850647437353329,0.8508966127961036,0.4266893941067767,0.7810166864370925,0.7131418496924793,0.7162940004427718
genomic_benchmark/human_vs_worm,0.8799825189949471,0.9848817024,0.9399578672073758,0.93996,0.9054388852720768,0.9900862464,0.9526779386510076,0.95268,0.9140347515306508,0.9917988288,0.9569991825716612,0.957,0.8992103589630032,0.9902089728,0.9495997096943278,0.9496,0.9254404264430468,0.9944225472,0.962719991410686,0.96272,0.8447259712200501,0.9762722752,0.922359725588214,0.92236,0.7733610913679423,0.9582216256,0.8866799200413515,0.88668,0.7613709370197906,0.9522905344,0.8806791429898766,0.88068,0.7090252335477427,0.9328230016,0.8542804239620561,0.85432,0.9190447055209384,0.9933123136,0.9595198963709348,0.95952,0.2799144506924156,0.6866738367999999,0.6375820334693245,0.63892
iPro-WAEL/Promoter_Arabidopsis_TATA,0.7836229064316187,0.9608621009651076,0.891808935238831,0.9025133282559024,0.7963127566356061,0.9661361667903984,0.8981333498844011,0.9086062452399086,0.7886388988632425,0.9672987296873712,0.8941547567039048,0.9055597867479056,0.8196575604568607,0.9741941969809452,0.909797400329373,0.9185072353389184,0.8400992329267795,0.9738719788831148,0.9199972035740376,0.9276466108149276,0.7469540320046262,0.9435190340674752,0.8734466017847382,0.8865194211728865,0.5822217092130163,0.8937788707415656,0.7892111898267036,0.8164508758568164,0.6320842893521879,0.9228403654211004,0.813026282557646,0.8385376999238385,0.6751361774262383,0.9243354573950342,0.8354636591478697,0.8568164508758568,0.8197713321732234,0.9723794646539636,0.9098204936812532,0.9192688499619192,0.5338687403884343,0.8546177720036294,0.7592384366015423,0.7981721249047982
iPro-WAEL/Promoter_Arabidopsis_NonTATA,0.8069766602927885,0.9648882867059332,0.9034699039818288,0.903471634208298,0.8285300621474014,0.9696030733424,0.9141904389204236,0.9141970081851538,0.8245865538506617,0.970144145774728,0.9122141202574128,0.9122212813999436,0.8721423400170799,0.9840613062469968,0.9359201199147824,0.9359300028224669,0.8852257455616106,0.9867545596027292,0.9424097436162218,0.9424216765453006,0.7669543090201769,0.9455846195221992,0.8834258418841103,0.8834321196725938,0.7209726180332725,0.9266225481261304,0.8595780189767774,0.8597233982500706,0.675419236878557,0.9173666406221122,0.8377079500699165,0.8377081569291561,0.713939602265761,0.925549006886724,0.8568861558406358,0.8569009314140559,0.8487703415980364,0.9769629967637624,0.9243557133852668,0.9243578887948066,0.44468839992479,0.7960376800547573,0.7217564039547313,0.7219870166525544
iPro-WAEL/Promoter_B_amyloliquefaciens,0.61022135106267,0.88514976810419,0.8049832342555316,0.8050314465408805,0.6292016980151628,0.8893130148433096,0.8143993352326686,0.8144654088050315,0.5857671557994171,0.8850607675800757,0.7922473867595818,0.7924528301886793,0.6701732973010474,0.9020499787387638,0.8348366544900538,0.8349056603773585,0.6509397112111851,0.9085667948933476,0.8254678147876199,0.8254716981132075,0.3899508519327947,0.7735233329707385,0.6949685534591195,0.6949685534591195,0.5258248730502969,0.8438139691267071,0.7623665359347742,0.7625786163522013,0.3773474819752345,0.7616961522106742,0.6886669303797468,0.6886792452830188,0.5661599668004086,0.8684770032534636,0.7830102848101266,0.7830188679245284,0.6132195377619192,0.8868902227979787,0.8065918199327022,0.8066037735849056,0.3993611645836245,0.7790611433600665,0.6996788524723909,0.699685534591195
deep4mc/D.melanogaster_4mC,0.2327727053230398,0.6629173840225487,0.6162329137218153,0.6163284132841328,0.2754031952001199,0.688709137947468,0.6375979221053106,0.6376568265682657,0.2947647962194686,0.7011450960635068,0.647336770296861,0.6473616236162362,0.2805583344836637,0.6928194441796818,0.6402736570030101,0.6402767527675277,0.357049768349243,0.7400235958116039,0.6785231758681829,0.6785239852398524,0.1348046078022471,0.593344032624828,0.5673863938569312,0.5673985239852398,0.2462730634012964,0.670585377377759,0.6231365308521624,0.6231365313653137,0.123555895222068,0.5855669237891641,0.5617473480670507,0.5617712177121771,0.197478059544351,0.6361546411405073,0.5986464218562979,0.5987084870848709,0.245325471240284,0.6690174657207826,0.6226477376612948,0.6226568265682657,0.0517931735499416,0.5339757451559755,0.5257851170588829,0.5258856088560886
iPro-WAEL/Promoter_HUVEC,0.8967531474316855,0.9795783419497536,0.9483556691941456,0.9483568075117372,0.9064629939364164,0.9758542311323788,0.953042328042328,0.9530516431924884,0.9037458044846524,0.9778064766870842,0.9517015712106236,0.9517102615694164,0.9114720929151316,0.9912418845737064,0.9557343267911996,0.9557344064386318,0.9074479335645128,0.9878488458135352,0.9537222507362544,0.9537223340040242,0.9008358283559584,0.9812229064078186,0.9503661784287616,0.9503688799463448,0.7163559526167209,0.9200060636566998,0.8581431344237487,0.858148893360161,0.8873526832480848,0.974336517652753,0.9436610594927228,0.943661971830986,0.8712469598894024,0.9760818431717062,0.9356129580181516,0.9356136820925554,0.9108884745407346,0.9909103626903384,0.9553968490138702,0.955399061032864,0.7506759269429926,0.929369195274486,0.8752371419252527,0.8752515090543259
iPro-WAEL/Promoter_GM12878,0.8720009224477446,0.97110373553719,0.9359999661487424,0.936,0.8655554994345525,0.9686029752066116,0.9327233495533424,0.9327272727272728,0.8686138331811237,0.9692588429752068,0.934172338998634,0.9341818181818182,0.8815573658106534,0.9844770909090907,0.940723816092945,0.9407272727272727,0.8756884722693966,0.9814283636363637,0.937816331725572,0.9378181818181818,0.878668389579287,0.979731570247934,0.939268479077743,0.9392727272727271,0.6059624280605066,0.8760436363636364,0.8028856326703344,0.8029090909090909,0.8465725453003631,0.9698078677685952,0.9232714996167212,0.9232727272727272,0.8301027431623141,0.9596847603305786,0.9148945062188508,0.9149090909090908,0.8923976218722784,0.9848822479338842,0.9461807933929584,0.9461818181818182,0.7117624942568572,0.9151687933884296,0.8555866950074333,0.8556363636363636
iDNA_ABF/6mA,0.5093656457542197,0.8349612426898898,0.754680073322032,0.7546809670968915,0.5355390017590463,0.8479488170269054,0.7677694945366274,0.76776949645519,0.5393907406410124,0.8515292339470197,0.7696709257489416,0.7696782403199418,0.5173844937708976,0.8435863704574743,0.7586746396547059,0.7586802399563716,0.5826311994668574,0.8762693937322165,0.7913089053161116,0.7913106707871296,0.2983804003879698,0.7092532398382988,0.6491129558682188,0.6491546991456099,0.4497542543517545,0.7949736692451119,0.7248627482238483,0.7248682057807672,0.2807163598009107,0.697306724916337,0.6403124194579344,0.6403381203417561,0.4069953489737509,0.7743865776284136,0.7030448093158084,0.7032357753135794,0.4694616595906106,0.8099775020661082,0.7345161908246898,0.7345937102345028,0.1860843414643624,0.6290068857933682,0.5928538771283852,0.5929830939829122
iPro-WAEL/Promoter_NHEK,0.7808951897004471,0.9510677042443924,0.8904058174994136,0.8904109589041096,0.77904549122284,0.9531577314731484,0.8894196749597602,0.8894324853228963,0.7859886248719985,0.9547719256589856,0.8928384444438593,0.8928571428571429,0.8366273528984021,0.9719000003829642,0.918295871924708,0.9182974559686888,0.7614624364034738,0.9485707775322552,0.88060976310397,0.8806262230919765,0.729005045632756,0.9354791456834188,0.8644774840436926,0.8644814090019569,0.6694926156168509,0.907697006368695,0.8346112044737459,0.8346379647749511,0.6908036711033055,0.9168326178285164,0.845401026153609,0.8454011741682974,0.707762070012614,0.9253449550208525,0.8536845444370627,0.8537181996086106,0.8025343000034281,0.959641315711873,0.9011627183268652,0.901174168297456,0.5720760999401631,0.8591045913580294,0.7849198239600269,0.7852250489236791
iPro-WAEL/Promoter_R_capsulatus,0.3455452264830873,0.7481617428178382,0.6724266144348159,0.6724409448818898,0.3436380057722216,0.7519636785941372,0.6714830274125826,0.6714960629921259,0.3553933812643471,0.7548070931365116,0.6776950091436469,0.6777952755905512,0.4051740128815265,0.7849078351073584,0.7022447085153325,0.7026771653543307,0.3344389145951853,0.7309877412476891,0.6670854252663212,0.6670866141732283,0.1499581436716644,0.6147387622811773,0.5749762757955758,0.5751181102362205,0.3319383145584966,0.7388908778149367,0.6657761976642568,0.6661417322834645,0.1717460729460204,0.6151400314188575,0.5857389623728902,0.5861417322834646,0.278031106307394,0.685749111135278,0.6387309829630244,0.638740157480315,0.3237928011364656,0.7233695811798027,0.661732249908339,0.6617322834645669,0.0881862572885608,0.5710825852369472,0.543615054276512,0.5445669291338583
mouse/mouse_TFBS_1,0.4551594495133851,0.8025341665396535,0.7275674027909498,0.7275720164609053,0.5236996769301087,0.8463493031211367,0.7616731410405061,0.7617283950617284,0.5342787223401653,0.8545763687784721,0.767051521080501,0.7670781893004115,0.5705617463020317,0.8623610899422514,0.7823091067552496,0.7831275720164609,0.3639202636056851,0.7505793493539263,0.6818343270135172,0.6818930041152264,0.2485637960768441,0.6881342613761452,0.6242767175666244,0.6242798353909464,0.3337405203330076,0.7303480160544633,0.6664633216409943,0.6666666666666666,0.2420350777693885,0.6701613913868144,0.620940856895913,0.6209876543209877,0.1943604413476251,0.6373594811089095,0.5969931481195063,0.597119341563786,0.409067353360131,0.7703236295280191,0.7045217450209998,0.7045267489711934,0.0306938124092968,0.525757252451354,0.5133221213384483,0.5152263374485597
mouse/mouse_TFBS_3,0.6775412299239932,0.9147459142615866,0.8381370176250734,0.8382502543234995,0.7383591757117742,0.9488558276621464,0.8687033096743131,0.8687690742624619,0.7440444568158603,0.9404815127581012,0.8717911028668908,0.8718209562563581,0.7709250119716876,0.9617256966867022,0.8849772137270597,0.8850457782299085,0.6827996082757517,0.9308073783385492,0.8412743758539312,0.8413021363173957,0.5646128121015187,0.8630139254549369,0.7822934518930644,0.7822990844354019,0.4752043776903487,0.8443983574255294,0.7374922369891939,0.7375381485249237,0.4913586481863179,0.8259566506052026,0.7456762373122713,0.745676500508647,0.5892399932573896,0.8889068269501431,0.7944587522151741,0.7945066124109867,0.7050602176915629,0.9450598579305548,0.8524868745556289,0.8524923702950152,0.4344232224336314,0.769273756892355,0.7120376384048506,0.7141403865717192
iPro-WAEL/Promoter_Hela-S3,0.8866564598158893,0.9758805470379912,0.9431065258107064,0.9431198910081744,0.8949544133218462,0.9722926519611846,0.9471911500964028,0.9472070844686648,0.8954278352723131,0.9750647788609316,0.9475379462959664,0.9475476839237056,0.9006126635878621,0.9892827179650898,0.9502706104059364,0.9502724795640328,0.8905801317622624,0.9844799872298404,0.9451556938257922,0.9451634877384196,0.884262660618037,0.9790002338721052,0.9420959162260903,0.9420980926430518,0.7243445514356791,0.9196672519656393,0.862035309854924,0.8620572207084468,0.8740676399778828,0.9739687353829934,0.936985877044963,0.9369891008174388,0.8454386624324798,0.965029159768058,0.92268068565913,0.922683923705722,0.9075220419827236,0.9875249649191842,0.9536742607762662,0.9536784741144414,0.7493660347317259,0.9245117455768476,0.8738596720202843,0.8739782016348774
mouse/mouse_TFBS_4,0.4912570865241246,0.8214716054019373,0.7453424657534247,0.7454545454545455,0.5920394167368559,0.8759369669655573,0.7957142857142858,0.7958041958041958,0.6285030108253176,0.8854279141824327,0.8138928193295484,0.813986013986014,0.5979124894553061,0.8748024349404566,0.7965661025263675,0.7972027972027972,0.3568068724233373,0.75073157754722,0.6782707025808774,0.6783216783216783,0.3174811824171009,0.7100214387430951,0.6587405912085504,0.6587412587412588,0.1861000308666147,0.6383190147567407,0.5929560353782859,0.593006993006993,0.3155128927035983,0.6925026994037838,0.6568163607547199,0.6573426573426573,0.3146878863277154,0.6832464829507222,0.6573426573426573,0.6573426573426573,0.4613998389878886,0.8022158584104033,0.7296553372475957,0.73006993006993,0.0687027778168654,0.536930973506721,0.533210212735924,0.5342657342657343
deep4mc/A.thaliana_4mC,0.205716560847001,0.6401098639461736,0.6024578638280724,0.6027219798382893,0.2275099631944917,0.655091231007663,0.613394898192124,0.6136218115758596,0.231774808385439,0.6574905484550155,0.6155641490322521,0.6157660407701356,0.2432719706958714,0.667981827998767,0.6216281777936603,0.6216328900933633,0.3058958030425646,0.7092456086876069,0.6529471717052723,0.6529475706181038,0.106392990602003,0.574807952423813,0.5531950646104125,0.5531962416427179,0.2235345194655974,0.650827868500154,0.6117485886428737,0.6117605015113837,0.0958826835684364,0.5666974908061189,0.547932809776339,0.5479399020206382,0.1721423695177103,0.6182960702855408,0.5857770504029176,0.5859850797385232,0.2201559449279654,0.6490436955012338,0.6100776862316284,0.6100778772130977,0.0456400475021798,0.5308030071514873,0.5228153867856485,0.5228196613904731
genomic_benchmark/enhancer_ensembl,0.5222539616718624,0.830805321720719,0.7611221528215278,0.7611236680658702,0.565515089999745,0.8564358875739738,0.7827574927692892,0.7827575072650953,0.610564421041374,0.876658238638348,0.8052570811433248,0.8052631578947368,0.5261776974400912,0.8422303417568784,0.7630016655795645,0.7630287374878915,0.5577614345850725,0.8551949249583665,0.7786130049280682,0.7786890539231515,0.444732552578991,0.7885863338744079,0.7221205872029566,0.7222150468195028,0.5195433095762843,0.8429935247261378,0.7595766920370806,0.7596383597029384,0.3826304153190505,0.7536429840495802,0.6912550004998189,0.6912818856958347,0.3845309949061516,0.7572329008178048,0.692064192470401,0.6921536971262512,0.4815341845343782,0.8150352779242342,0.7398943381414627,0.7402001937358734,0.2190452965052086,0.6509853995382743,0.6092605698219105,0.6094284791733936
mouse/mouse_TFBS_5,0.3900891065696797,0.7628869919335891,0.6950440089623378,0.6950442477876106,0.4077888625066918,0.782525052862401,0.7038933507956516,0.7038938053097346,0.3879700708829965,0.7706210979716501,0.6939801439590381,0.6939823008849557,0.426992000199816,0.7942485707573028,0.712237031618105,0.7127433628318585,0.3717373393996758,0.748316579215287,0.6858170771964085,0.6858407079646017,0.1964840107207897,0.6404722061242071,0.5982057209264848,0.5982300884955752,0.2168633851868772,0.6598154906413971,0.6081142964995865,0.6083185840707964,0.1656642253933435,0.6162671469966325,0.5828312180665576,0.5828318584070796,0.183424082083916,0.6299955204009711,0.5916132416623014,0.5916814159292035,0.4092509514507837,0.7832852690108858,0.7045846590033518,0.7046017699115045,0.0116815213186096,0.5127374109170647,0.5058384788390933,0.5058407079646018
prom/promoter_tata_300bps,0.448934525381967,0.7900088610586011,0.7244499292427542,0.7244565217391304,0.4902176808942732,0.812046904536862,0.7451086203652588,0.7451086956521739,0.4685006790305758,0.8055263468809074,0.7342327719915321,0.7342391304347826,0.5880855156490704,0.8745008270321362,0.7940143772860502,0.7940217391304348,0.546747205092782,0.8465128780718336,0.7733678917170643,0.7733695652173913,0.353893836883606,0.7368401465028356,0.6763412489006156,0.6766304347826086,0.3209710659995016,0.7185320179584122,0.6601573501020562,0.6603260869565217,0.3228690042264087,0.7148351843100189,0.6613905401912639,0.6614130434782609,0.4719276268905402,0.7960603733459358,0.7358168159757796,0.7358695652173913,0.5587167760808406,0.8558677930056711,0.7793436548895064,0.7793478260869565,0.267431750771344,0.680883152173913,0.6336679522081066,0.633695652173913
genomic_benchmark/open_chromatin_region,0.3218127739087383,0.7170594020293521,0.660906384790376,0.6609063859006638,0.375226597667758,0.7522138493331023,0.6875891795482177,0.6876001373311971,0.4143421899246619,0.7758786814245751,0.707168940979658,0.7071698329137103,0.3233292316732488,0.7231214055927127,0.6613424219227351,0.6615072098878462,0.3981255163820621,0.7683824740895677,0.6984273569649148,0.6987010757610437,0.3064610353000042,0.712031445826552,0.6529430353703035,0.6530956740672923,0.2313350193391908,0.6629993913504815,0.6155296175800793,0.6156157015335317,0.2566204505185276,0.6741559549005272,0.6281912008381277,0.6282616159304188,0.2361833365128898,0.66046040920338,0.6179014665295811,0.6180189974822614,0.3462327516601837,0.7366509796307774,0.6726844048804423,0.672894254978256,0.1063945643684331,0.5740973030351116,0.5513587194635293,0.5528439002059968
prom/promoter_tata_70bps,0.4882537888036059,0.8304176512287335,0.7439666090672288,0.7440217391304348,0.5185153252580529,0.8427995037807184,0.759230525429341,0.7592391304347826,0.5380463388645572,0.8485934546313799,0.769021125115231,0.7690217391304348,0.5415923693150557,0.8361702504725897,0.7705911897657104,0.7706521739130435,0.4915006621071985,0.8267444470699432,0.745601378347047,0.7456521739130435,0.3402417123810703,0.741898038752363,0.6700969050465237,0.6701086956521739,0.7457655875843804,0.9389502599243856,0.8715424373804881,0.8717391304347826,0.3304543043516961,0.7262777646502836,0.6652075025845517,0.6652173913043479,0.4567041550553615,0.7956244092627599,0.7282066007981273,0.7282608695652174,0.5243605268322565,0.841906309073724,0.7618549499491158,0.7619565217391304,0.2764159145142836,0.6938734640831759,0.6365715700346259,0.6375
splice/acceptors,0.3083491649442837,0.712670352902911,0.6541742130671715,0.6541929666366095,0.3957821399883844,0.7637581539907121,0.6978683022835933,0.6979260595130748,0.4532049198826668,0.7992835330044632,0.7265748641568894,0.7266305981364592,0.7899540169656015,0.9419787318624528,0.8943777043747558,0.8944995491433724,0.4135742406434029,0.7760116369418695,0.7062917024551308,0.7066426209798617,0.3917917223583668,0.7570651054371985,0.6951809826649262,0.6956717763751127,0.2739828624103976,0.6840143835492674,0.6362934111361284,0.6369101292455666,0.2635531381868972,0.6854849930431325,0.6303815706487462,0.6314998497144575,0.2928438702229192,0.6959398095444607,0.6459213143248899,0.6463781184250075,0.4890924663598118,0.8249715400878191,0.7438168264118465,0.7442140066125639,0.1561475494106798,0.5975837082813827,0.5738595303918854,0.5775473399458972
prom/promoter_all_70bps,0.5544774692881503,0.8577609292195676,0.7771615133550904,0.7771833999662143,0.5620582858048988,0.8623347972085161,0.7809280714176445,0.7809561349175066,0.550744783962782,0.8583777683246936,0.7753062581636436,0.7753251872290107,0.6060849612235183,0.8832561761276988,0.8028755480469829,0.8029168309026409,0.5576963102363155,0.864388813720805,0.7782520110735414,0.7784222084576834,0.4952429957629435,0.8273759751980836,0.7473647623709547,0.7474519961709556,0.5583648646816742,0.8622068508140983,0.7783555359577643,0.7785911368883383,0.4735741821330225,0.8127603001413397,0.7364704926236634,0.7365842671321583,0.4810386823974543,0.8189120256927724,0.7400948294499625,0.7402443831296808,0.5913276418070701,0.8797264131177016,0.7954971274058802,0.7955402894307112,0.3269892969911536,0.7196340832047274,0.6634945138535984,0.6634945661354806
splice/donors,0.3203924748175457,0.7163010420118561,0.6601940496402117,0.6601941747572816,0.4038234996985159,0.7690557457932914,0.701911346028848,0.7019114077669902,0.46237739764625,0.8052061011082882,0.7311884295968732,0.7311893203883495,0.7825101940524013,0.9457595088184396,0.8912299713707004,0.8912317961165048,0.4115556042508731,0.7797093965168083,0.7051657549949254,0.7054004854368932,0.3838621328139385,0.757809749990795,0.6916276428392716,0.691747572815534,0.3516166295514283,0.7411139953606539,0.6752869316782424,0.6755157766990292,0.2682240693566639,0.6958827644611362,0.634097091611227,0.6341019417475728,0.2655341282598326,0.6829261938952098,0.6320418342702177,0.6324332524271845,0.5009056048383085,0.832050977576494,0.7495769324913105,0.7498483009708737,0.0791371076384619,0.550022460326227,0.5389558601521705,0.5394417475728155
mouse/mouse_TFBS_2,0.6222118735037526,0.890156950941677,0.8109698896510261,0.8110018286956951,0.6870592056370937,0.923424423763517,0.8434605872418179,0.8434735333366283,0.7077084338186574,0.932005793192366,0.8537925037003075,0.8538031928038353,0.7961739324710156,0.962292560982726,0.8974175619690865,0.8974941926555627,0.6981122628280467,0.9288772918732991,0.8486376268721694,0.8487124993821974,0.5447422527820119,0.8533109387661395,0.7723439560901713,0.7723520980576286,0.5626599285196439,0.8669625875477553,0.7811476560262047,0.7811990312855237,0.4804647103529928,0.8192197600841995,0.740222981244108,0.740226362872535,0.5925626131589764,0.8756858320325188,0.7957383914435329,0.7958780210547126,0.75378732790185,0.9501416854983328,0.8762495205988816,0.876340631641378,0.412472874589641,0.7464098282596585,0.6988003468678227,0.701922601690308
prom/promoter_notata_70bps,0.5881683785620992,0.8761730133077448,0.7940146197325063,0.794032663316583,0.5946715337676559,0.8795713649907829,0.7972022252974701,0.7972361809045226,0.5832988691886524,0.8743279841418146,0.7915591464677854,0.7915829145728643,0.6474054274261176,0.9056752828211408,0.8235950353287727,0.8236180904522613,0.6036136721682088,0.8856269412388575,0.8015760922116955,0.8016331658291457,0.5378321513215261,0.8490583650034091,0.768813338616734,0.7688442211055276,0.5853007729727381,0.8744599568192724,0.7920550874026813,0.7922110552763819,0.502467469481677,0.8317261006666499,0.7510795975867124,0.7511306532663317,0.5234318078574445,0.8376744116310195,0.761394307166608,0.7614949748743719,0.6447705110123476,0.904752042246408,0.8223553494028721,0.8223618090452262,0.342462408845803,0.7280271331532031,0.6712311090799472,0.6712311557788945
prom/promoter_all_300bps,0.7421341065017661,0.9362719847621018,0.8710484812007662,0.8710512979334422,0.7594459849394148,0.9437607425253838,0.8797229478394928,0.879722957373726,0.7628273050986879,0.9481822239234392,0.881412042769071,0.8814122416802748,0.8024664408935197,0.9617726346404972,0.90123317472529,0.9012331775437806,0.7790242536766635,0.9528048835241368,0.8894576270155612,0.889464496874824,0.7589006337748562,0.9429506140615216,0.8794399405562027,0.8794414099893012,0.7113792251036116,0.920986614077756,0.8556766947359842,0.8556788107438482,0.7024339125893454,0.9251509724331832,0.8511648029557454,0.8511740525930515,0.6927840757222294,0.9231481699911422,0.8461800327232994,0.846218818627175,0.8015666839810688,0.9600390294844906,0.9007826108109628,0.9007827017287008,0.4310067752503946,0.7716456369366326,0.7146011199555837,0.7149614280083338
prom/promoter_notata_300bps,0.8266651310688066,0.9721687267998284,0.9133149069903704,0.9133165829145728,0.8446375089403306,0.977929723996869,0.9222971772333868,0.9222989949748744,0.8625629229770685,0.981213795106184,0.9312814026969902,0.931281407035176,0.9013917530065668,0.989318372642105,0.9506244306159276,0.9506281407035176,0.8683869749940124,0.9814163941567132,0.9340339655465038,0.9340452261306532,0.8552389837087698,0.9781388727557386,0.9275034998362132,0.9275125628140704,0.8026446968658577,0.9636290118936388,0.901107040359044,0.9011306532663316,0.795467159358652,0.9577150356051616,0.8974557165861514,0.8974874371859296,0.7598804183582764,0.951067712936542,0.8796019985959608,0.8796482412060301,0.9128399065951428,0.9910804335749098,0.9563405992789792,0.9563442211055276,0.4670666617871301,0.7968950279033358,0.7328571189190911,0.7331030150753769
tf/Human_TFBS_3,0.4975414656351807,0.82302912151849,0.7487698087012766,0.7487700365021425,0.5248376251946334,0.8398748696558916,0.7624186397680737,0.762418663704174,0.5346773608555915,0.8441298051009254,0.7673383711928414,0.7673385176956039,0.509606297768651,0.8301803912086363,0.7547999359334361,0.7548008252658308,0.4884869150314453,0.8149995214419207,0.7441293819290443,0.7441675924456436,0.3813855185246218,0.750769370267942,0.690676040400108,0.6906840184097762,0.3812306308591515,0.7558955836645458,0.6904549491837167,0.6905253134423107,0.348506209286457,0.7367624286570653,0.6741061725941089,0.6741787017933661,0.3879967648905594,0.7629980908051361,0.6937507138370977,0.6938581177590859,0.4777643538638958,0.8176211129749689,0.7384686312339726,0.7386129185843517,0.0687491773043386,0.54866149823941,0.534239955255918,0.5343596254562768
tf/Human_TFBS_5,0.565224235498005,0.8604789610755972,0.7825588103836917,0.7825741945722902,0.6216649289766641,0.8891174885271995,0.8108207007127303,0.8108236787811458,0.6560249292848147,0.908593190370404,0.827951642668556,0.8279638152674179,0.59951359015637,0.8797712996126199,0.79927857401935,0.7993969211236311,0.5312310531271043,0.8513931077561672,0.7653558977596422,0.765434058086018,0.45411346595215,0.8073804738228731,0.7270109470481256,0.7270274559593716,0.4572070243756327,0.8023036274702413,0.7276135936022985,0.7279796857641644,0.4410413749350747,0.7889604711026481,0.7205205241359904,0.7205205522932868,0.4549057109440135,0.810756272888929,0.7267764026327759,0.7270274559593716,0.5605501100357803,0.8630406069123936,0.7799426799805271,0.7800349150928424,0.0836446335009258,0.5519108572234563,0.5417921684565735,0.5418187589271544
tf/Human_TFBS_4,0.3644964588364233,0.7481418192042826,0.6821873766215236,0.6822164068722266,0.4013426786113453,0.7728381809303513,0.7006306176038115,0.7006485379451587,0.4092988034828098,0.7770651156841758,0.7046165597311336,0.704630788485607,0.3716287441072388,0.7553430756492331,0.6854765225530715,0.6856297644783251,0.3568693335714464,0.7423997870713139,0.6765439474785617,0.6774377062236887,0.2653207725612751,0.6839283892659501,0.6325404425964165,0.6326089429969279,0.2468576259148282,0.6746037491397671,0.6216235627333992,0.6227102059392422,0.221095776062766,0.6615780749734745,0.6105165153714183,0.6105358971441575,0.2850795039643313,0.6957100980082986,0.6339766237546238,0.6387529866879054,0.383486820953704,0.7683426515524583,0.6899549862725418,0.690749800887473,0.0247794077927181,0.5212650615199235,0.51155705268303,0.5123449766753897
