dataset,ridge_k4_NTv3_650M_pre_R2,ridge_k4_NTv3_650M_pre_MSE,kmer_k4_MCC,kmer_k4_AUROC,kmer_k4_F1,kmer_k4_Accuracy,fm_NTv3_650M_pre_MCC,fm_NTv3_650M_pre_AUROC,fm_NTv3_650M_pre_F1,fm_NTv3_650M_pre_Accuracy,kmer_k5_MCC,kmer_k5_AUROC,kmer_k5_F1,kmer_k5_Accuracy,kmer_k6_MCC,kmer_k6_AUROC,kmer_k6_F1,kmer_k6_Accuracy,fm_hyenadna-medium-160k-seqlen-hf_MCC,fm_hyenadna-medium-160k-seqlen-hf_AUROC,fm_hyenadna-medium-160k-seqlen-hf_F1,fm_hyenadna-medium-160k-seqlen-hf_Accuracy,ridge_k4_hyenadna-medium-160k-seqlen-hf_R2,ridge_k4_hyenadna-medium-160k-seqlen-hf_MSE,ridge_k5_hyenadna-medium-160k-seqlen-hf_R2,ridge_k5_hyenadna-medium-160k-seqlen-hf_MSE,ridge_k6_hyenadna-medium-160k-seqlen-hf_R2,ridge_k6_hyenadna-medium-160k-seqlen-hf_MSE,ridge_k5_NTv3_650M_pre_R2,ridge_k5_NTv3_650M_pre_MSE,ridge_k6_NTv3_650M_pre_R2,ridge_k6_NTv3_650M_pre_MSE,n_train,n_test,n_classes,class_balance,seq_len_mean,seq_len_std,seq_len_min,seq_len_max,gc_content_mean,tok_NTv3_650M_pre_MCC,tok_NTv3_650M_pre_AUROC,tok_NTv3_650M_pre_F1,tok_NTv3_650M_pre_Accuracy,tok_hyenadna-medium-160k-seqlen-hf_MCC,tok_hyenadna-medium-160k-seqlen-hf_AUROC,tok_hyenadna-medium-160k-seqlen-hf_F1,tok_hyenadna-medium-160k-seqlen-hf_Accuracy,kmer_multi_k4_5_6_MCC,kmer_multi_k4_5_6_AUROC,kmer_multi_k4_5_6_F1,kmer_multi_k4_5_6_Accuracy,ridge_multi_k4_5_6_NTv3_650M_pre_R2,ridge_multi_k4_5_6_NTv3_650M_pre_MSE,ridge_multi_k4_5_6_hyenadna-medium-160k-seqlen-hf_R2,ridge_multi_k4_5_6_hyenadna-medium-160k-seqlen-hf_MSE,fm_DNABERT-2-117M_MCC,fm_DNABERT-2-117M_AUROC,fm_DNABERT-2-117M_F1,fm_DNABERT-2-117M_Accuracy,onehot_512bp_MCC,onehot_512bp_AUROC,onehot_512bp_F1,onehot_512bp_Accuracy,onehot_1024bp_MCC,onehot_1024bp_AUROC,onehot_1024bp_F1,onehot_1024bp_Accuracy,onehot_2048bp_MCC,onehot_2048bp_AUROC,onehot_2048bp_F1,onehot_2048bp_Accuracy
deep4mc/A.thaliana_4mC,0.7690191268920898,0.0017514089122414,0.1961400579652814,0.6363040471893684,0.5980435311746923,0.5980612594368421,0.1919454364417682,0.6309507299775319,0.5956157230467582,0.5958574683205027,0.2021958359642879,0.641110985294677,0.597016253366424,0.5997289932546124,0.1922746020527251,0.6374613073889168,0.5813027595576797,0.5913903241657609,0.1338374350161441,0.5925033616074062,0.566883804088678,0.5669103741977753,0.7690191268920898,0.0017514089122414,0.8183084726333618,0.0013818095903843,,,0.8183084726333618,0.0013818095903843,0.6307340662406178,10.24451968307378,156697.0,67157.0,2.0,1.0,41.0,0.0,41.0,41.0,0.4282,0.0318048256352301,0.519829875321058,0.5157882254121682,0.5158955879506232,0.0297669366934832,0.5197908111186841,0.5148749597230875,0.5148830352755484,0.204710346441115,0.6417977748676276,0.6012415555574369,0.6019774558124991,0.6466965582505569,8.521004413575906,0.6466965582505569,8.521004413575906,0.1068116293471023,0.5735177894140862,0.5534002997692606,0.553404708369939,0.601598243507496,0.8694457975520343,0.7995240876197136,0.7998421609065325,0.5933927036401108,0.8664957728986297,0.7953808483518918,0.7957174978036541,0.5852213135383902,0.8622993238740484,0.7913722192309061,0.7916970680643864
deep4mc/C.elegans_4mC,0.5551876782376335,12.069911303408938,0.216222180831382,0.64949669735022,0.6081089679153788,0.6081103357327325,0.1874836237704671,0.628655882277077,0.5937405529727418,0.5937414143634265,0.238212422449133,0.6664435239639801,0.6176605659783986,0.6185504698060333,0.2492864186727509,0.6735255227493737,0.6163558541549762,0.6213528215836035,0.1386030911357534,0.5968470644737948,0.5692521561888464,0.5692895214022748,,,,,,,0.601759384902588,11.295033117180935,0.625645359543842,10.945985248903606,84926.0,36398.0,2.0,1.0,41.0,0.0,41.0,41.0,0.415,0.0662270202436704,0.5476002433318955,0.533054782129337,0.5331062146271773,0.0691809825534914,0.5481358957205299,0.5345852470591577,0.5345898126270674,0.2445999915309422,0.6700969836375661,0.621077568428953,0.6218198802131986,0.6468525681466575,8.737657216385966,0.6468525681466575,8.737657216385966,0.1230119038788292,0.5806455045155141,0.5614189602541602,0.5614868948843343,0.6499458011431944,0.9031076416346088,0.824785822967079,0.8248255398648278,0.6289630236889234,0.8943313662824577,0.8142858666239483,0.814330457717457,0.6167500753472075,0.8879848259862367,0.8080063582027837,0.8080938513105116
deep4mc/D.melanogaster_4mC,0.5517574813080182,10.948906330702306,0.2289306099976899,0.6589830108522488,0.6144643377960193,0.6144649446494465,0.2026537280551684,0.6402592067101482,0.6011672071658161,0.6012730627306273,0.2372123246116766,0.6671457816478533,0.6169467227357095,0.617970479704797,0.2278619305122458,0.6614281041924811,0.6082919801357348,0.6118450184501845,0.1570768899533749,0.6108740989365613,0.5784851862019679,0.5785239852398524,,,,,,,0.5986575061754064,10.259657456708794,0.6275140329544363,9.87391264415048,126466.0,54200.0,2.0,1.0,41.0,0.0,41.0,41.0,0.4617,0.0247508710865078,0.5181552831524625,0.5120895029484998,0.5123616236162362,0.0256791206912086,0.518912207758609,0.512506389890882,0.5128228782287823,0.2434085429787509,0.6688073787121636,0.6209795633747652,0.6214206642066421,0.6457371671360933,7.79713173608102,0.6457371671360933,7.79713173608102,0.125568228808979,0.5866061205593606,0.562296220994954,0.5626752767527675,0.7051885898322773,0.918657367138247,0.8496501202473477,0.8501660516605166,0.6921077353247318,0.914921535654471,0.8432242162029238,0.8437453874538745,0.6831392987744439,0.9102256695851092,0.8387875791851613,0.8393173431734318
deep4mc/E.coli_4mC,0.5259419069584435,9.367258826572334,0.0,0.6685262818445663,0.4545587804163002,0.833378124160172,0.0,0.6214618593377788,0.4545587804163002,0.833378124160172,0.0,0.6928748270589092,0.4545587804163002,0.833378124160172,0.0,0.6863134680800158,0.4545587804163002,0.833378124160172,0.010385982373169,0.6157779488406445,0.4573966300180034,0.832303144316044,0.7308667898178101,0.0021254662424325,0.7742393612861633,0.0017863219836726,0.776438295841217,0.0017629063222557,0.5203463084668121,9.443371804236458,0.4797632478112789,9.98741153819879,8681.0,3721.0,2.0,0.2,41.0,0.0,41.0,41.0,0.506,-0.0029531106049945,0.5101676358302732,0.4710469767595622,0.8151034668099973,-0.004163553885211,0.5101262860055549,0.4724957308285361,0.8124160171996775,0.0,0.6965515806555638,0.4545587804163002,0.833378124160172,0.5371430104875111,8.846707621091978,0.5371430104875111,8.846707621091978,-0.0103692386576493,0.5482019327792284,0.4543988269794721,0.8328406342381081,0.0,0.9226022302899168,0.4545587804163002,0.833378124160172,0.0,0.9167778864258148,0.4545587804163002,0.833378124160172,0.0,0.901513559621766,0.4545587804163002,0.833378124160172
deep4mc/G.pickeringii_4mC,0.5251212675490547,7.1633044147974525,0.0228919456076237,0.6592439308592295,0.4557316234369646,0.8334465030555825,0.0657643486241893,0.6545929770020851,0.4655244348041858,0.8340285187700068,0.0,0.6608807928919305,0.4545502645502645,0.8333495004365118,0.0,0.6676189677341896,0.4545502645502645,0.8333495004365118,0.0726505617048337,0.631338343223795,0.4698824652854121,0.8339315161509361,0.7241685390472412,0.0026991649065166,0.7782388925552368,0.0021670123096555,0.8043811321258545,0.0018917467677965,0.5580091481243555,7.097256008312884,0.5399875385880847,7.199849566148185,24053.0,10309.0,2.0,0.2,41.0,0.0,41.0,41.0,0.5803,0.0513998050674134,0.5425490289605129,0.4869892827619175,0.8235522359103696,0.052259755223625,0.5443756691526409,0.4881497886574029,0.823067222815016,-0.0044045598464682,0.668225702263882,0.4545214032488491,0.833252497817441,0.5735807892775227,6.289892761723324,0.5735807892775227,6.289892761723324,-0.0062292904365417,0.5856864311935941,0.4544925388930045,0.8331554951983704,0.0311500780793539,0.8585400646018134,0.455761160895579,0.8335435056746532,0.0,0.8562064233504241,0.4545502645502645,0.8333495004365118,0.0,0.8458837381459793,0.4545502645502645,0.8333495004365118
deep4mc/G.subterraneus_4mC,0.5195180422511817,7.933397134696238,-0.0066371600682268,0.6595846849016247,0.4544853824589507,0.8331314466101384,0.017289940495174,0.6345266912463392,0.4558468813837601,0.833314979994861,0.0,0.6731172654509554,0.4545509149881872,0.8333516866718056,0.0,0.6708106557362735,0.4545509149881872,0.8333516866718056,0.0199660919190079,0.6063006577368241,0.4570778154847489,0.8330947399331938,,,,,,,0.5607875206247424,7.619989748494393,0.5771167414973996,7.457655735391392,63567.0,27243.0,2.0,0.2,41.0,0.0,41.0,41.0,0.5433,0.0162765668878274,0.5494877202861467,0.4652029246071979,0.8282127518995706,0.0204798952209456,0.5477193043051035,0.4666085721798896,0.8282127518995706,-0.0046929224498767,0.6767025879674735,0.4545181506917886,0.833241566640972,0.589802402228987,6.499082593720729,0.589802402228987,6.499082593720729,-0.0054190195484109,0.5630597539846565,0.4545072283849265,0.8332048599640275,-0.0027093605789716,0.8259479864583482,0.4545399939933927,0.833314979994861,0.0,0.8177061348215929,0.4545509149881872,0.8333516866718056,0.0,0.8120742935834325,0.4545509149881872,0.8333516866718056
enhancers/enhancer,0.2044455034302279,287.5828619934266,0.5083022996014029,0.8575999999999999,0.7479584635547938,0.75,0.5072943541423918,0.850875,0.7519403153364779,0.7525,0.5208746559314252,0.8575249999999999,0.7487293701102165,0.7525,0.4697092511615889,0.8262,0.7111540941328176,0.72,0.5300265019876657,0.832475,0.7649941248531213,0.765,0.5891889929771423,0.0083380118012428,0.6649622321128845,0.0066366083920001,0.7185924649238586,0.0054645389318466,0.2145429152246643,289.4532684686837,0.2236543721699734,279.69617405077605,14968.0,400.0,2.0,1.0,199.3,0.4,199.0,200.0,0.4401,0.5810468272831243,0.8077249999999999,0.7898108297467721,0.79,0.5758716655905819,0.8111749999999999,0.7873391752512837,0.7875,0.5326700420873823,0.8543,0.7644110275689223,0.765,0.2491881335144935,284.9839246220111,0.2491881335144935,284.9839246220111,0.5131137862772546,0.83315,0.7542566262945409,0.755,0.4983060154204244,0.85485,0.746662402568492,0.7475,0.4652639984302397,0.848875,0.7284726587052168,0.73,0.501607721190705,0.8555750000000001,0.749599358974359,0.75
enhancers/enhancer_strength,0.2044455034302279,287.5828619934266,0.473895749303635,0.8753694444444443,0.4948362467349809,0.64,0.5192178681519504,0.8601666666666666,0.5658971009662356,0.685,0.4661662382004545,0.8545416666666666,0.4855321918993177,0.635,0.4287374326540295,0.7864416666666666,0.4759717712151388,0.6275,0.5197416439608005,0.8446972222222221,0.5816131662688943,0.69,0.5891889929771423,0.0083380118012428,0.6649622321128845,0.0066366083920001,0.7185924649238586,0.0054645389318466,0.2145429152246643,289.4532684686837,0.2236543721699734,279.69617405077605,14968.0,400.0,3.0,0.5,199.3,0.4,199.0,200.0,0.4401,0.5396999441560504,0.8015083333333334,0.6032495938007749,0.7025,0.5276310070361379,0.8048388888888889,0.5933408029878618,0.695,0.5363831291467198,0.8615472222222221,0.5957316773654032,0.6975,0.2491881335144935,284.9839246220111,0.2491881335144935,284.9839246220111,0.5073422963483419,0.8317638888888889,0.5876367353624338,0.6875,0.5850667668297763,0.8661222222222222,0.5835164011166171,0.7275,0.5985791675775775,0.8743875,0.5752447758799337,0.7325,0.6060271825476208,0.8801416666666667,0.5903962996986253,0.7375
genomic_benchmark/coding,0.2715654395587368,209.65064244135115,0.7477382191867453,0.9474391104,0.8736948179801178,0.87372,0.8681710417900512,0.97852672,0.9337351633030636,0.93376,0.7159511643016548,0.9381893376,0.8578130786695639,0.85784,0.6545025154855207,0.9144225984,0.8270853296402707,0.82712,0.7254360662141138,0.9399808576,0.8624824700358905,0.86252,,,,,,,0.3118843259112793,205.561685073844,0.3394036897386295,203.8485303965389,75000.0,25000.0,2.0,1.0,200.0,0.0,200.0,200.0,0.4697,0.5099177661039972,0.844827216,0.7544272861563975,0.7546,0.5118318999566088,0.8458018496,0.755212585049974,0.75544,0.7462755450551847,0.946276544,0.8731169783569694,0.87312,0.3404104750077517,199.30453569146005,0.3404104750077517,199.30453569146005,0.700102106231775,0.9251069824,0.8497947326986754,0.84984,0.5454657221107547,0.867204096,0.7719774642336983,0.7722,0.5623570528904601,0.8738401727999998,0.7802629867998806,0.78052,0.5605562005936541,0.8725014144000001,0.7793891570000527,0.77964
genomic_benchmark/enhancer_cohn,0.3931268075712414,169.36070792467052,0.4082676478885972,0.7870252710405019,0.7040539368062817,0.7040875071963155,0.478123220729566,0.8179598988323159,0.7390615950552819,0.7390616004605642,0.3960654262495107,0.7792106607220213,0.697542630262221,0.697754749568221,0.3769908999218447,0.7702378454770018,0.6872676887633042,0.6878238341968912,0.42205076504349,0.7933961438686398,0.7109758295502051,0.7109959700633276,0.6350206136703491,0.0084907431155443,0.701899528503418,0.0067912610247731,0.7575298547744751,0.0053696474060416,0.4580267922204172,155.4631487061686,0.5183490884761676,141.12502015025342,20843.0,6948.0,2.0,0.9999,500.0,0.0,500.0,500.0,0.4303,0.3088751895159655,0.7240278055355864,0.6544277118260926,0.6544329303396661,0.3149133228558743,0.7238118332118618,0.6574539920738292,0.6574553828439839,0.3936813088183461,0.7765093702076351,0.6966753278451692,0.6967472654001151,0.5259753194100681,128.86431116869366,0.5259753194100681,128.86431116869366,0.4755899861832298,0.8167351994535275,0.7377504226692411,0.7377662636729995,0.0782962368713811,0.5459951033568222,0.5391470015994331,0.5391479562464019,0.3144155011605739,0.709236042130885,0.6562204455497112,0.6567357512953368,,,,
genomic_benchmark/enhancer_ensembl,0.369762645002551,192.6035999587104,0.6914749372221595,0.9358437451682022,0.8437396591533199,0.844107200516629,0.6245442264098119,0.8988291480427955,0.8090257703548085,0.8097836616080077,0.6799531158257769,0.9237011996881792,0.8377350356831335,0.8381659670649015,0.618627944227811,0.8898803981771605,0.8078989291529591,0.8082337746206005,0.4387761862914956,0.792525415191866,0.7179862258879066,0.7185340652244108,,,,,,,0.4201158349665006,184.95037126864187,0.4469516050400337,178.84215552520766,123872.0,30970.0,2.0,1.0,268.9,122.6,2.0,573.0,0.434,0.4869979462714274,0.8120772578877617,0.737694026149081,0.7397158540523087,0.4889642776678007,0.8135890691346809,0.7381738263480053,0.7403616402970616,0.6812332211457465,0.9224826383693993,0.8380244481886066,0.8385211494995156,0.4297329585727679,152.93033943444686,0.4297329585727679,152.93033943444686,0.5043217964670981,0.8244526826037759,0.7518033120932206,0.7519212140781402,,,,,,,,,,,,
genomic_benchmark/human_vs_worm,0.5174061077821689,233.41021363069743,0.8805642858929225,0.9856814208,0.9402798546650544,0.94028,0.904706574338526,0.9905636288,0.9522761343668836,0.95228,0.8526549413739801,0.9792732480000002,0.926319354439656,0.92632,0.7812284901125139,0.959867248,0.8902330568056328,0.89028,0.7481882395308985,0.9491770496000002,0.8736100823108776,0.87368,,,,,,,0.5419011733162512,229.40192660270984,0.5418111398162773,229.5394573348731,75000.0,25000.0,2.0,1.0,200.0,0.0,200.0,200.0,0.3711,0.2744980279875387,0.6852479456,0.6333176494224542,0.63556,0.2725302051559962,0.6857550304000001,0.6319919984083435,0.63444,0.8817665011120253,0.9855670144,0.9408797820592284,0.94088,0.5021154491652893,223.0149973475709,0.5021154491652893,223.0149973475709,0.8463505201888939,0.97892624,0.9219354278216928,0.92204,,,,,,,,,,,,
genomic_benchmark/open_chromatin_region,0.3817152463111561,206.39544323268817,0.3447417055691516,0.7358937465217315,0.6691429194476761,0.6707198443579766,0.3576398843866114,0.743301001468921,0.6755472067105228,0.6771000228885329,0.34561111052306,0.7375677782684251,0.6695728228395765,0.6711490043488212,0.3521533704456454,0.7411256576785998,0.6734771523570391,0.6747253376058595,0.313117242348927,0.7115839580486565,0.6527665779808477,0.654755092698558,,,,,,,0.4322182262739277,196.1114934892508,0.463068114445204,186.30714561266427,139804.0,34952.0,2.0,1.0,326.3,108.1,71.0,593.0,0.4166,0.1585730197939634,0.6091843230733438,0.5748645164087638,0.5780785076676584,0.157598151702849,0.6086650172193121,0.5747792749178231,0.5777065690089265,0.353829560892561,0.7441274266808624,0.6740334266007064,0.6754119935912108,0.4314026405100574,167.52580753869515,0.4314026405100574,167.52580753869515,0.3120404050672563,0.7143126045510619,0.6533553844809704,0.654755092698558,,,,,,,,,,,,
genomic_benchmark/promoter_notata_251bps,0.3217902013851055,201.784264021942,0.7709718857136543,0.9770055497968994,0.877120715190685,0.8771308390524685,0.7502437008896053,0.9464682560557888,0.8693757776403748,0.8693823334071287,0.7835145339749172,0.9789033625036644,0.8841021069647375,0.8841044941332743,0.7647858884649208,0.9593065112496316,0.8722129446766282,0.8722603497896834,0.6971812124573378,0.9289783567552988,0.8438935471038551,0.8439229577152978,0.7503069639205933,0.0053522735834121,0.8032159805297852,0.0041147479787468,0.8426409959793091,0.0032194592058658,0.3737972914797258,196.23655821472164,0.4218714464461596,189.22622501267907,27097.0,9034.0,2.0,0.8381,251.0,0.0,251.0,251.0,0.5605,0.440733377592792,0.7975014182594764,0.7192687630763577,0.7199468673898606,0.4429246451212796,0.7970214945651704,0.7205187186358368,0.7212751826433473,0.7693805905907788,0.9722308622647152,0.8761214745161072,0.8761346026123533,0.4151311308758378,186.8473441816376,0.4151311308758378,186.8473441816376,0.6996026325723033,0.9275463407176676,0.8492123466379584,0.8497896834181979,,,,,,,,,,,,
genomic_benchmark/regulatory_region_type,0.3573728361553951,156.47650976815072,0.8302014479728175,0.971232488046906,0.8848877588078553,0.8861781574342003,0.4939675420989897,0.8351098884988546,0.660891340408508,0.6636979536672847,0.8239442868325784,0.9667114456237343,0.8812208460237047,0.8818463777658413,0.7264651934699327,0.9469085807938264,0.8146244292053764,0.8130230623949544,0.6277014191186208,0.8950126583348114,0.7371928212372696,0.7473879368599795,,,,,,,0.4096972206111027,149.57235137871388,0.4470556562824563,143.82999111631815,150000.0,57713.0,3.0,0.8175,430.0,184.3,71.0,802.0,0.4611,0.2334037319748293,0.6732824552884669,0.4624381700907554,0.4910505432051704,0.2336685432186463,0.6719013589920843,0.4606249120066898,0.4909812347304766,0.6092721328611319,0.8942639996224463,0.73629844658018,0.7360213470102057,0.4680812014778847,130.0528506443476,0.4680812014778847,130.0528506443476,0.4640878509152559,0.821575436123107,0.6401861115574027,0.6443435621090569,,,,,,,,,,,,
iDHS-EL/DNase_I,0.1509781981994477,255.76611414328235,0.5541318506816152,0.8533086658086658,0.7744002722168661,0.8300653594771242,0.6389314857477728,0.8472758472758473,0.8187877869744253,0.8594771241830066,0.5968101769219415,0.856123981123981,0.7952069716775598,0.8464052287581699,0.5968101769219415,0.857947232947233,0.7952069716775598,0.8464052287581699,0.4862053058802824,0.7990401115401117,0.7382985200110166,0.8071895424836601,0.3877102732658386,0.0171294789761304,0.4050403237342834,0.016656506806612,0.3936883807182312,0.0169415455311536,0.121641707482218,257.4739333638892,0.17872688615066,254.381726570146,711.0,306.0,2.0,0.3799,242.6,12.1,220.0,275.0,0.5103,0.3559616835938681,0.757024882024882,0.6581551228854133,0.7712418300653595,0.3504237668829487,0.7305341055341056,0.6589699719026166,0.7679738562091504,0.5910240894493848,0.8532282282282282,0.7935222672064777,0.8431372549019608,0.1729139548469644,255.49996484618583,0.1729139548469644,255.49996484618583,0.5232173000558866,0.8406263406263407,0.7499394673123487,0.8235294117647058,,,,,,,,,,,,
iDNA_ABF/5mC,0.527942676547649,10.132615116053524,0.4741182736614529,0.8165896159317212,0.7248066572037999,0.7292110874200426,0.4600748284171476,0.7921206194232511,0.7287501549624674,0.7292110874200426,0.3952028703016922,0.7832665201086254,0.696918119925729,0.697228144989339,0.3174979732177252,0.7120841684986422,0.6514382618778237,0.6552949538024165,0.279512072958448,0.6925049301694038,0.6395539729964483,0.6396588486140725,0.7854350805282593,0.0031847734935581,0.8081049919128418,0.0028457776643335,0.8033928871154785,0.0029175635427236,0.5470265995363995,10.153017676123474,0.5136587313453531,11.168845473184904,3281.0,1407.0,2.0,1.0,41.0,0.0,41.0,41.0,0.5355,0.1543652233538526,0.591812281779387,0.576969973819754,0.5771144278606966,0.1415384462488686,0.5928953025992499,0.5706030963256397,0.5707178393745558,0.4400001945285283,0.7925166494245441,0.7188154087526872,0.7192608386638237,0.5466530855123849,9.335604719718017,0.5466530855123849,9.335604719718017,0.237676803752389,0.6528392926419242,0.617594347620337,0.6183368869936035,,,,,,,,,,,,
iDNA_ABF/6mA,0.5380459967782464,11.11323620573175,0.5176495660077043,0.8359695371610477,0.7587461309646268,0.7587711325213597,0.4538004517421886,0.8025239812787422,0.725828223538943,0.7262315942555899,0.4921725576073377,0.8298362304670622,0.7447839285194532,0.7452281403381203,0.4595367926555976,0.8131903501804187,0.7178256353165126,0.722323213961098,0.351193904475718,0.7394699864687226,0.6736851862143416,0.6746046173423014,0.7947001457214355,0.0025536708999425,0.8385608196258545,0.0020130944903939,0.8588035106658936,0.0017560811247676,0.5894364458910482,9.976036837653288,0.6011942401051408,9.910410115344868,25668.0,11002.0,2.0,1.0,41.0,0.0,41.0,41.0,0.4884,0.207142804896122,0.6296661832171382,0.6023807785483254,0.6031630612615888,0.2102283870103318,0.6300163368686977,0.6039449149853968,0.6047082348663879,0.5150049317252411,0.8410126618085106,0.7574968335246921,0.7574986366115252,0.6204891225910726,8.041389761968707,0.6204891225910726,8.041389761968707,0.3040954952494629,0.705730355714274,0.6513010396042798,0.651699690965279,,,,,,,,,,,,
iPro-WAEL/Promoter_Arabidopsis_NonTATA,0.2106862869647011,253.8949141652189,0.7911991840381203,0.9609213781605576,0.8955650581147458,0.8955687270674569,0.8707534943573685,0.9814974259227864,0.9347589178547931,0.934801016088061,0.8053905478625556,0.9590410080644648,0.9026169501247828,0.9026248941574936,0.7781905225664866,0.9520809938907886,0.8890747911606789,0.8890770533446232,0.7045303106245182,0.9315876365267866,0.8520670887496111,0.852102737792831,0.6286675333976746,0.0022698696702718,0.6452945470809937,0.0021752184256911,0.6462222337722778,0.0021818811073899,0.2114252660721155,254.2103611790562,0.1907215613652122,257.03918125087426,8267.0,3543.0,2.0,1.0,251.0,0.0,251.0,251.0,0.3743,0.5010122564792093,0.813725777608396,0.7504867560917007,0.7504939316963025,0.4999708503279643,0.8147472191171279,0.7498991341792678,0.7499294383290996,0.76526529049296,0.9491904944599028,0.8825775126975699,0.8825853796217894,0.2233154985837286,250.58707707317004,0.2233154985837286,250.58707707317004,0.6711812108148592,0.9147941566726532,0.8354174055239421,0.8354501834603444,,,,,,,,,,,,
iPro-WAEL/Promoter_Arabidopsis_TATA,0.1925396937406022,270.6867686013203,0.7875570194300952,0.9645856533036378,0.8929268536494257,0.9055597867479056,0.8136472308708954,0.9696290109708818,0.9067164202987138,0.9154607768469156,0.7559018149912003,0.9644193887651572,0.8760339040749783,0.8918507235338918,0.7508103188992693,0.9634527344716656,0.8720335696373035,0.8895658796648895,0.6926062281973004,0.9277303472737772,0.8440184630498737,0.8644325971058644,0.6245277523994446,0.0022274437360465,0.63154137134552,0.0022015532013028,0.613161563873291,0.0023499852977693,0.1737639867431872,274.5495037594906,0.1370642867607522,280.6515905381986,3063.0,1313.0,2.0,0.52,251.0,0.0,251.0,251.0,0.3709,0.5773620445534852,0.8632764167285326,0.7869878351710895,0.8141660319878141,0.5857301312945827,0.8612747979048091,0.7909604745584322,0.817974105102818,0.7277682547922706,0.9593102986059556,0.8615444784375283,0.8796648895658796,0.2028842741136003,266.14286474112856,0.2028842741136003,266.14286474112856,0.631186051005197,0.9105986554483214,0.8102445941155618,0.8385376999238385,,,,,,,,,,,,
iPro-WAEL/Promoter_B_amyloliquefaciens,0.5087505998899157,11.48064508930546,0.6135288988226918,0.878029726175054,0.8065229381169202,0.8066037735849056,0.6289622340583804,0.8934268168468102,0.8144488948227266,0.8144654088050315,0.6084191516409551,0.8786131740553583,0.803154967799124,0.8034591194968553,0.5477589755066715,0.8609811813336233,0.7735042735042735,0.7735849056603774,0.5603481780876542,0.8625090236642504,0.7797958214624882,0.779874213836478,0.7577548027038574,0.0017908996669575,0.7618271112442017,0.0017773908330127,0.718120813369751,0.0021998609881848,0.4588714214488746,11.764123589421892,0.3450176737841324,12.83226588850716,1483.0,636.0,2.0,0.9915,40.0,0.0,40.0,40.0,0.3935,0.4438332061066119,0.799773543110865,0.7216148377125193,0.7216981132075472,0.4410525484012637,0.8003767688854168,0.7199485454185632,0.720125786163522,0.6132195377619192,0.8805909634801182,0.8065918199327022,0.8066037735849056,0.4870509468529141,11.257312566229915,0.4870509468529141,11.257312566229915,0.4748347285718927,0.8054745211277355,0.7374155411669596,0.7374213836477987,,,,,,,,,,,,
iPro-WAEL/Promoter_GM12878,0.5315394401550293,44.94631576538086,0.8741820493704899,0.9786512396694216,0.9370909007723504,0.9370909090909092,0.8930911452803341,0.9861590743801654,0.946545447477084,0.9465454545454546,0.8705454545454545,0.975084429752066,0.9352727272727271,0.9352727272727271,0.8603636363636363,0.9736679669421489,0.9301818181818182,0.9301818181818182,0.8487847395039496,0.9761139834710744,0.924361075892288,0.9243636363636364,0.3768040239810943,0.0278377495706081,0.3806616067886352,0.0276629347354173,0.3865718245506286,0.0273106694221496,0.5615978240966797,43.189449310302734,0.5737141966819763,42.75578689575195,10992.0,2750.0,2.0,1.0,1622.9,647.6,102.0,2999.0,0.5194,0.6852054572756742,0.9036331900826444,0.8416370669741831,0.8418181818181818,0.6959079613274282,0.9028339834710742,0.8471232163051627,0.8472727272727273,0.8756365952097087,0.9757149090909092,0.9378181735957916,0.9378181818181818,0.5890606258603314,40.86143279427803,0.7314656913819957,0.0086826901794678,0.8699196448098527,0.9797532561983472,0.9349052949732342,0.9349090909090908,,,,,,,,,,,,
iPro-WAEL/Promoter_HUVEC,0.5315953493118286,45.86637878417969,0.902472192133314,0.9816754315294854,0.9510289089745014,0.9510395707578806,0.9170199829724496,0.990466159352718,0.9584129606236302,0.9584171696847752,0.8972594628352032,0.9814482693163228,0.9483410989446116,0.9483568075117372,0.8953108855173527,0.9804208663561966,0.9473328549304056,0.9473507712944332,0.8853136632968016,0.9817811406781848,0.9426558775751872,0.942655935613682,0.4331402480602264,0.0247063860297203,0.4331738352775574,0.024697721004486,0.4350407421588897,0.0245784632861614,0.5577736496925354,45.18812942504883,0.5737759470939636,44.536075592041016,11928.0,2982.0,2.0,1.0,1323.2,588.5,101.0,2997.0,0.537,0.7450364787657475,0.9267233177738464,0.8717914202568664,0.8718980549966465,0.741887235749709,0.9270879018803184,0.8700949775852899,0.8702213279678068,0.9027624370358904,0.9818549121691922,0.9510210418316654,0.9510395707578806,0.5890517670319806,42.33406071507473,0.7342435205597817,0.0090222989437821,0.8894610570282147,0.9854116876533064,0.9446641187471596,0.9446680080482898,,,,,,,,,,,,
