model,dataset,split,max_length,n_sequences,n_truncated,truncation_rate,mean_tokens,max_tokens,fraction_retained_mean
LongSafari/hyenadna-medium-160k-seqlen-hf,splice/splice_site_type_NT,test,32768,9001,0,0.0,400.0,400,1.0
LongSafari/hyenadna-medium-160k-seqlen-hf,tf/Human_TFBS_1,train,32768,24064,0,0.0,101.0,101,1.0
LongSafari/hyenadna-medium-160k-seqlen-hf,tf/Human_TFBS_1,test,32768,10314,0,0.0,101.0,101,1.0
LongSafari/hyenadna-medium-160k-seqlen-hf,tf/Human_TFBS_2,train,32768,22870,0,0.0,101.0,101,1.0
LongSafari/hyenadna-medium-160k-seqlen-hf,tf/Human_TFBS_2,test,32768,9802,0,0.0,101.0,101,1.0
LongSafari/hyenadna-medium-160k-seqlen-hf,tf/Human_TFBS_3,train,32768,14699,0,0.0,101.0,101,1.0
LongSafari/hyenadna-medium-160k-seqlen-hf,tf/Human_TFBS_3,test,32768,6301,0,0.0,101.0,101,1.0
LongSafari/hyenadna-medium-160k-seqlen-hf,tf/Human_TFBS_4,train,32768,20505,0,0.0,101.0,101,1.0
LongSafari/hyenadna-medium-160k-seqlen-hf,tf/Human_TFBS_4,test,32768,8789,0,0.0,101.0,101,1.0
LongSafari/hyenadna-medium-160k-seqlen-hf,tf/Human_TFBS_5,train,32768,14699,0,0.0,101.0,101,1.0
LongSafari/hyenadna-medium-160k-seqlen-hf,tf/Human_TFBS_5,test,32768,6301,0,0.0,101.0,101,1.0
LongSafari/hyenadna-medium-160k-seqlen-hf,virus/covid_variants,train,32768,64168,0,0.0,999.0,999,1.0
LongSafari/hyenadna-medium-160k-seqlen-hf,virus/covid_variants,test,32768,27501,0,0.0,999.0,999,1.0
zhihan1996/DNABERT-2-117M,EMP/Yeast_H3,train,4096,10475,0,0.0,101.1219093078759,114,1.0
zhihan1996/DNABERT-2-117M,EMP/Yeast_H3,test,4096,4490,0,0.0,101.12628062360801,113,1.0
zhihan1996/DNABERT-2-117M,EMP/Yeast_H3K14ac,train,4096,23133,0,0.0,101.0701595123849,114,1.0
zhihan1996/DNABERT-2-117M,EMP/Yeast_H3K14ac,test,4096,9915,0,0.0,101.08340897629854,111,1.0
zhihan1996/DNABERT-2-117M,EMP/Yeast_H3K36me3,train,4096,24415,0,0.0,101.08662707352038,114,1.0
zhihan1996/DNABERT-2-117M,EMP/Yeast_H3K36me3,test,4096,10465,0,0.0,101.05991399904444,114,1.0
zhihan1996/DNABERT-2-117M,EMP/Yeast_H3K4me1,train,4096,22173,0,0.0,101.05799846660352,114,1.0
zhihan1996/DNABERT-2-117M,EMP/Yeast_H3K4me1,test,4096,9504,0,0.0,101.16266835016835,114,1.0
zhihan1996/DNABERT-2-117M,EMP/Yeast_H3K4me2,train,4096,21478,0,0.0,101.09521370704907,114,1.0
zhihan1996/DNABERT-2-117M,EMP/Yeast_H3K4me2,test,4096,9205,0,0.0,101.08332428028245,114,1.0
zhihan1996/DNABERT-2-117M,EMP/Yeast_H3K4me3,train,4096,25759,0,0.0,101.06805388407935,114,1.0
zhihan1996/DNABERT-2-117M,EMP/Yeast_H3K4me3,test,4096,11040,0,0.0,101.07028985507246,114,1.0
zhihan1996/DNABERT-2-117M,EMP/Yeast_H3K79me3,train,4096,20185,0,0.0,101.01387168689621,114,1.0
zhihan1996/DNABERT-2-117M,EMP/Yeast_H3K79me3,test,4096,8652,0,0.0,101.02253814147018,114,1.0
zhihan1996/DNABERT-2-117M,EMP/Yeast_H3K9ac,train,4096,19447,0,0.0,101.0748187381087,113,1.0
zhihan1996/DNABERT-2-117M,EMP/Yeast_H3K9ac,test,4096,8335,0,0.0,101.0622675464907,114,1.0
zhihan1996/DNABERT-2-117M,EMP/Yeast_H4,train,4096,10220,0,0.0,100.89187866927593,114,1.0
zhihan1996/DNABERT-2-117M,EMP/Yeast_H4,test,4096,4381,0,0.0,100.94430495320702,114,1.0
zhihan1996/DNABERT-2-117M,EMP/Yeast_H4ac,train,4096,23866,0,0.0,101.04030838850247,114,1.0
zhihan1996/DNABERT-2-117M,EMP/Yeast_H4ac,test,4096,10229,0,0.0,101.02268061394075,113,1.0
zhihan1996/DNABERT-2-117M,deep4mc/A.thaliana_4mC,train,4096,156697,0,0.0,9.132382879059586,26,1.0
zhihan1996/DNABERT-2-117M,deep4mc/A.thaliana_4mC,test,4096,67157,0,0.0,9.131393600071474,24,1.0
zhihan1996/DNABERT-2-117M,deep4mc/C.elegans_4mC,train,4096,84926,0,0.0,9.083849468949438,13,1.0
zhihan1996/DNABERT-2-117M,deep4mc/C.elegans_4mC,test,4096,36398,0,0.0,9.088246606956426,18,1.0
zhihan1996/DNABERT-2-117M,deep4mc/D.melanogaster_4mC,train,4096,126466,0,0.0,9.190470165894391,24,1.0
zhihan1996/DNABERT-2-117M,deep4mc/D.melanogaster_4mC,test,4096,54200,0,0.0,9.191383763837639,22,1.0
zhihan1996/DNABERT-2-117M,deep4mc/E.coli_4mC,train,4096,8681,0,0.0,9.409745421034444,12,1.0
zhihan1996/DNABERT-2-117M,deep4mc/E.coli_4mC,test,4096,3721,0,0.0,9.420317119054017,13,1.0
zhihan1996/DNABERT-2-117M,deep4mc/G.pickeringii_4mC,train,4096,24053,0,0.0,9.527293892653724,13,1.0
zhihan1996/DNABERT-2-117M,deep4mc/G.pickeringii_4mC,test,4096,10309,0,0.0,9.529731302745175,26,1.0
zhihan1996/DNABERT-2-117M,deep4mc/G.subterraneus_4mC,train,4096,63567,0,0.0,9.419226957383549,24,1.0
zhihan1996/DNABERT-2-117M,deep4mc/G.subterraneus_4mC,test,4096,27243,0,0.0,9.419924384245494,21,1.0
zhihan1996/DNABERT-2-117M,enhancers/enhancer,train,4096,14968,0,0.0,40.43606360235168,47,1.0
zhihan1996/DNABERT-2-117M,enhancers/enhancer,test,4096,400,0,0.0,39.8675,46,1.0
zhihan1996/DNABERT-2-117M,enhancers/enhancer_strength,train,4096,14968,0,0.0,40.43606360235168,47,1.0
zhihan1996/DNABERT-2-117M,enhancers/enhancer_strength,test,4096,400,0,0.0,39.8675,46,1.0
zhihan1996/DNABERT-2-117M,genomic_benchmark/coding,train,4096,75000,0,0.0,40.42581333333333,51,1.0
zhihan1996/DNABERT-2-117M,genomic_benchmark/coding,test,4096,25000,0,0.0,40.4266,50,1.0
zhihan1996/DNABERT-2-117M,genomic_benchmark/enhancer_cohn,train,4096,20843,0,0.0,98.1086215995778,116,1.0
zhihan1996/DNABERT-2-117M,genomic_benchmark/enhancer_cohn,test,4096,6948,0,0.0,98.11442141623489,116,1.0
zhihan1996/DNABERT-2-117M,genomic_benchmark/enhancer_ensembl,train,4096,123872,0,0.0,53.25566714027383,547,1.0
zhihan1996/DNABERT-2-117M,genomic_benchmark/enhancer_ensembl,test,4096,30970,0,0.0,52.95657087504036,365,1.0
zhihan1996/DNABERT-2-117M,genomic_benchmark/human_vs_worm,train,4096,75000,0,0.0,43.87562666666667,200,1.0
zhihan1996/DNABERT-2-117M,genomic_benchmark/human_vs_worm,test,4096,25000,0,0.0,43.95908,200,1.0
zhihan1996/DNABERT-2-117M,genomic_benchmark/open_chromatin_region,train,4096,139804,0,0.0,64.15769219764813,592,1.0
zhihan1996/DNABERT-2-117M,genomic_benchmark/open_chromatin_region,test,4096,34952,0,0.0,64.25062943465323,507,1.0
zhihan1996/DNABERT-2-117M,genomic_benchmark/promoter_notata_251bps,train,4096,27097,0,0.0,51.80374211167288,65,1.0
zhihan1996/DNABERT-2-117M,genomic_benchmark/promoter_notata_251bps,test,4096,9034,0,0.0,51.936019481957054,64,1.0
zhihan1996/DNABERT-2-117M,genomic_benchmark/regulatory_region_type,train,4096,150000,0,0.0,85.65254666666667,172,1.0
zhihan1996/DNABERT-2-117M,genomic_benchmark/regulatory_region_type,test,4096,57713,0,0.0,85.67192833503717,173,1.0
zhihan1996/DNABERT-2-117M,iDHS-EL/DNase_I,train,4096,711,0,0.0,49.554149085794656,62,1.0
zhihan1996/DNABERT-2-117M,iDHS-EL/DNase_I,test,4096,306,0,0.0,49.72875816993464,58,1.0
zhihan1996/DNABERT-2-117M,iDNA_ABF/5mC,train,4096,3281,0,0.0,9.013410545565376,12,1.0
zhihan1996/DNABERT-2-117M,iDNA_ABF/5mC,test,4096,1407,0,0.0,9.042643923240938,12,1.0
zhihan1996/DNABERT-2-117M,iDNA_ABF/6mA,train,4096,25668,0,0.0,8.984377434938445,13,1.0
zhihan1996/DNABERT-2-117M,iDNA_ABF/6mA,test,4096,11002,0,0.0,8.969096527904018,12,1.0
zhihan1996/DNABERT-2-117M,iPro-WAEL/Promoter_Arabidopsis_NonTATA,train,4096,8267,0,0.0,50.598403290189914,59,1.0
zhihan1996/DNABERT-2-117M,iPro-WAEL/Promoter_Arabidopsis_NonTATA,test,4096,3543,0,0.0,50.51510019757268,58,1.0
zhihan1996/DNABERT-2-117M,iPro-WAEL/Promoter_Arabidopsis_TATA,train,4096,3063,0,0.0,50.586353248449235,60,1.0
zhihan1996/DNABERT-2-117M,iPro-WAEL/Promoter_Arabidopsis_TATA,test,4096,1313,0,0.0,50.584158415841586,58,1.0
zhihan1996/DNABERT-2-117M,iPro-WAEL/Promoter_B_amyloliquefaciens,train,4096,1483,0,0.0,8.815913688469319,12,1.0
zhihan1996/DNABERT-2-117M,iPro-WAEL/Promoter_B_amyloliquefaciens,test,4096,636,0,0.0,8.888364779874214,11,1.0
zhihan1996/DNABERT-2-117M,iPro-WAEL/Promoter_GM12878,train,4096,10992,0,0.0,324.501000727802,636,1.0
zhihan1996/DNABERT-2-117M,iPro-WAEL/Promoter_GM12878,test,4096,2750,0,0.0,317.6243636363636,633,1.0
zhihan1996/DNABERT-2-117M,iPro-WAEL/Promoter_HUVEC,train,4096,11928,0,0.0,265.17563715627097,647,1.0
zhihan1996/DNABERT-2-117M,iPro-WAEL/Promoter_HUVEC,test,4096,2982,0,0.0,267.53286384976525,638,1.0
zhihan1996/DNABERT-2-117M,iPro-WAEL/Promoter_Hela-S3,train,4096,11736,0,0.0,234.81390593047036,645,1.0
zhihan1996/DNABERT-2-117M,iPro-WAEL/Promoter_Hela-S3,test,4096,2936,0,0.0,234.841621253406,630,1.0
zhihan1996/DNABERT-2-117M,iPro-WAEL/Promoter_NHEK,train,4096,8170,0,0.0,102.9718482252142,531,1.0
zhihan1996/DNABERT-2-117M,iPro-WAEL/Promoter_NHEK,test,4096,2044,0,0.0,103.74853228962817,380,1.0
zhihan1996/DNABERT-2-117M,iPro-WAEL/Promoter_R_capsulatus,train,4096,7406,0,0.0,9.51647312989468,13,1.0
zhihan1996/DNABERT-2-117M,iPro-WAEL/Promoter_R_capsulatus,test,4096,3175,0,0.0,9.505826771653544,13,1.0
zhihan1996/DNABERT-2-117M,mouse/mouse_TFBS_1,train,4096,5668,0,0.0,22.042342978122793,28,1.0
zhihan1996/DNABERT-2-117M,mouse/mouse_TFBS_1,test,4096,2430,0,0.0,22.045267489711936,28,1.0
zhihan1996/DNABERT-2-117M,mouse/mouse_TFBS_2,train,4096,47209,0,0.0,19.688555148382722,37,1.0
zhihan1996/DNABERT-2-117M,mouse/mouse_TFBS_2,test,4096,20233,0,0.0,19.694014728413975,37,1.0
zhihan1996/DNABERT-2-117M,mouse/mouse_TFBS_3,train,4096,2293,0,0.0,19.007849978194503,25,1.0
zhihan1996/DNABERT-2-117M,mouse/mouse_TFBS_3,test,4096,983,0,0.0,18.921668362156662,25,1.0
zhihan1996/DNABERT-2-117M,mouse/mouse_TFBS_4,train,4096,1667,0,0.0,20.97840431913617,25,1.0
zhihan1996/DNABERT-2-117M,mouse/mouse_TFBS_4,test,4096,715,0,0.0,21.064335664335665,26,1.0
zhihan1996/DNABERT-2-117M,mouse/mouse_TFBS_5,train,4096,13180,0,0.0,22.09650986342944,28,1.0
zhihan1996/DNABERT-2-117M,mouse/mouse_TFBS_5,test,4096,5650,0,0.0,22.07929203539823,27,1.0
zhihan1996/DNABERT-2-117M,prom/promoter_all_300bps,train,4096,41437,0,0.0,63.4557521056061,77,1.0
zhihan1996/DNABERT-2-117M,prom/promoter_all_300bps,test,4096,17759,0,0.0,63.45695140492145,75,1.0
zhihan1996/DNABERT-2-117M,prom/promoter_all_70bps,train,4096,41437,0,0.0,15.426937278277867,20,1.0
zhihan1996/DNABERT-2-117M,prom/promoter_all_70bps,test,4096,17759,0,0.0,15.426375358972916,20,1.0
zhihan1996/DNABERT-2-117M,prom/promoter_notata_300bps,train,4096,37146,0,0.0,63.66604748828945,76,1.0
zhihan1996/DNABERT-2-117M,prom/promoter_notata_300bps,test,4096,15920,0,0.0,63.70326633165829,77,1.0
zhihan1996/DNABERT-2-117M,prom/promoter_notata_70bps,train,4096,37146,0,0.0,15.491277661120982,20,1.0
zhihan1996/DNABERT-2-117M,prom/promoter_notata_70bps,test,4096,15920,0,0.0,15.477638190954774,20,1.0
zhihan1996/DNABERT-2-117M,prom/promoter_tata_300bps,train,4096,4290,0,0.0,61.515617715617715,74,1.0
zhihan1996/DNABERT-2-117M,prom/promoter_tata_300bps,test,4096,1840,0,0.0,61.603804347826085,70,1.0
zhihan1996/DNABERT-2-117M,prom/promoter_tata_70bps,train,4096,4290,0,0.0,14.90932400932401,19,1.0
zhihan1996/DNABERT-2-117M,prom/promoter_tata_70bps,test,4096,1840,0,0.0,14.890760869565218,18,1.0
zhihan1996/DNABERT-2-117M,splice/acceptors,train,4096,15525,0,0.0,119.71227053140096,139,1.0
zhihan1996/DNABERT-2-117M,splice/acceptors,test,4096,6654,0,0.0,119.81845506462278,141,1.0
zhihan1996/DNABERT-2-117M,splice/donors,train,4096,15381,0,0.0,119.75222677329172,140,1.0
zhihan1996/DNABERT-2-117M,splice/donors,test,4096,6592,0,0.0,119.7210254854369,140,1.0
zhihan1996/DNABERT-2-117M,splice/splice_site_type_DNABERT,train,4096,31933,0,0.0,79.67247048507814,96,1.0
zhihan1996/DNABERT-2-117M,splice/splice_site_type_DNABERT,test,4096,13687,0,0.0,79.68561408635932,94,1.0
zhihan1996/DNABERT-2-117M,splice/splice_site_type_NT,train,4096,20999,0,0.0,79.79065669793799,400,1.0
zhihan1996/DNABERT-2-117M,splice/splice_site_type_NT,test,4096,9001,0,0.0,79.79046772580824,94,1.0
zhihan1996/DNABERT-2-117M,tf/Human_TFBS_1,train,4096,24064,0,0.0,21.751911569148938,28,1.0
zhihan1996/DNABERT-2-117M,tf/Human_TFBS_1,test,4096,10314,0,0.0,21.757223191778166,27,1.0
zhihan1996/DNABERT-2-117M,tf/Human_TFBS_2,train,4096,22870,0,0.0,21.680848272846525,28,1.0
zhihan1996/DNABERT-2-117M,tf/Human_TFBS_2,test,4096,9802,0,0.0,21.698428892062843,27,1.0
zhihan1996/DNABERT-2-117M,tf/Human_TFBS_3,train,4096,14699,0,0.0,21.89672766854888,29,1.0
zhihan1996/DNABERT-2-117M,tf/Human_TFBS_3,test,4096,6301,0,0.0,21.856213299476273,27,1.0
zhihan1996/DNABERT-2-117M,tf/Human_TFBS_4,train,4096,20505,0,0.0,20.690758351621557,27,1.0
zhihan1996/DNABERT-2-117M,tf/Human_TFBS_4,test,4096,8789,0,0.0,20.702013880987597,26,1.0
zhihan1996/DNABERT-2-117M,tf/Human_TFBS_5,train,4096,14699,0,0.0,21.45867065786788,27,1.0
zhihan1996/DNABERT-2-117M,tf/Human_TFBS_5,test,4096,6301,0,0.0,21.486748135216633,26,1.0
zhihan1996/DNABERT-2-117M,virus/covid_variants,train,4096,64168,0,0.0,201.85287058970204,263,1.0
zhihan1996/DNABERT-2-117M,virus/covid_variants,test,4096,27501,0,0.0,201.83044252936256,220,1.0
