dataset,n_train,n_test,n_classes,class_balance,seq_len_mean,seq_len_std,seq_len_min,seq_len_max,gc_content_mean,kmer_k4_AUROC,kmer_k4_Accuracy,kmer_k4_F1,kmer_k4_MCC,kmer_k5_AUROC,kmer_k5_Accuracy,kmer_k5_F1,kmer_k5_MCC,kmer_k6_AUROC,kmer_k6_Accuracy,kmer_k6_F1,kmer_k6_MCC,kmer_multi_k4_5_6_AUROC,kmer_multi_k4_5_6_Accuracy,kmer_multi_k4_5_6_F1,kmer_multi_k4_5_6_MCC,fm_NTv3_650M_pre_AUROC,fm_NTv3_650M_pre_Accuracy,fm_NTv3_650M_pre_F1,fm_NTv3_650M_pre_MCC,fm_hyenadna-medium-160k-seqlen-hf_AUROC,fm_hyenadna-medium-160k-seqlen-hf_Accuracy,fm_hyenadna-medium-160k-seqlen-hf_F1,fm_hyenadna-medium-160k-seqlen-hf_MCC,fm_DNABERT-2-117M_AUROC,fm_DNABERT-2-117M_Accuracy,fm_DNABERT-2-117M_F1,fm_DNABERT-2-117M_MCC
mouse/mouse_TFBS_5,13180.0,5650.0,2.0,1.0,101.0,0.0,101.0,101.0,0.6212,0.7621672488057013,0.6934513274336284,0.6934094914792038,0.3870082880854226,0.7690893883624403,0.6957522123893806,0.6956766999809084,0.3916988592317517,0.7541373012765291,0.6833628318584071,0.6829454391755455,0.3676950603017631,0.7718782676795364,0.6982300884955752,0.6980916206255017,0.396824344731457,0.759304189834756,0.6861946902654867,0.6856508753886237,0.3736845519231785,0.6208739290469105,0.5900884955752213,0.589814597477009,0.1804180978059844,,,,
prom/promoter_all_300bps,41437.0,17759.0,2.0,1.0,300.0,0.0,300.0,300.0,0.5781,0.948332479765496,0.8804549805732305,0.8804007960977009,0.7615961382717149,0.9382166862492632,0.8645193986147869,0.8644199384979987,0.7301055046732726,0.910734630198393,0.818176699138465,0.817135576708742,0.6437114143591518,0.9365243263028769,0.8633932090770877,0.8633757072645772,0.7269704983874363,0.9624411951370224,0.9078213863393207,0.9077817881507304,0.8163483946320028,0.938617469958978,0.8673911819359198,0.8673845062123888,0.7348549704779673,,,,
prom/promoter_all_70bps,41437.0,17759.0,2.0,1.0,70.0,0.0,70.0,70.0,0.5855,0.8660280951917115,0.7788726842727631,0.7784880716416828,0.5596850011280262,0.8396169687256803,0.7624303170223549,0.7621660272911592,0.5260252842561606,0.7657850629940675,0.7019539388479081,0.7012983262437975,0.4056852382609066,0.8574407334747745,0.7670476941269215,0.7665253444854685,0.5364931681025037,0.8794773184322965,0.7994819528126583,0.7994488962466528,0.5991591479862485,0.8311947019944824,0.7528013964750268,0.7524416322843759,0.5070722748004998,,,,
prom/promoter_notata_300bps,37146.0,15920.0,2.0,1.0,300.0,0.0,300.0,300.0,0.5835,0.9792976660942908,0.9258793969849246,0.9257358185046908,0.8550715120202524,0.9720564032473926,0.91143216080402,0.9112778194738403,0.8257422634928858,0.9459342882755488,0.8645728643216081,0.8639606253009444,0.7357986627015785,0.9693318192722408,0.9055276381909548,0.9053850608411746,0.8135107770802383,0.988710812226964,0.9539572864321608,0.9539488873675798,0.9082459354591892,0.9652670229287138,0.9027010050251256,0.9026060848621869,0.8069765055398188,,,,
prom/promoter_notata_70bps,37146.0,15920.0,2.0,1.0,70.0,0.0,70.0,70.0,0.5952,0.8910589852528976,0.8092964824120603,0.8091819673794476,0.6193367727750063,0.8558095281684805,0.7712311557788945,0.7710837368500547,0.5431623408298308,0.7792304802909017,0.707035175879397,0.706634976086352,0.415204721077309,0.8742801475972829,0.7829145728643216,0.7825107416201749,0.567942171849715,0.9006207071791117,0.8253140703517587,0.8253055777869558,0.6506914089814118,0.8507645798085908,0.7714824120603015,0.7713093066724532,0.5437886802211586,,,,
prom/promoter_tata_300bps,4290.0,1840.0,2.0,1.0,300.0,0.0,300.0,300.0,0.5319,0.7837127835538753,0.7195652173913043,0.7195092120236672,0.4393059015294429,0.7931161389413989,0.7331521739130434,0.7330555863342567,0.4666421571512529,0.7796047967863894,0.720108695652174,0.7200186378475354,0.440500862381152,0.7864951559546314,0.7288043478260869,0.7286272854659719,0.4582070183025424,0.8397300330812855,0.7625,0.762479724905629,0.525089652567045,0.8064656190926275,0.7326086956521739,0.73260585237792,0.4652272851845217,,,,
prom/promoter_tata_70bps,4290.0,1840.0,2.0,1.0,70.0,0.0,70.0,70.0,0.5023,0.8261501654064273,0.7478260869565218,0.7478248952027184,0.4956568587826203,0.8353845699432891,0.7532608695652174,0.7532562052212707,0.5065408903767932,0.8481870274102079,0.7722826086956521,0.7722405630765368,0.5447663881557602,0.841608577504726,0.7657608695652174,0.7657453014806337,0.5315924008980265,0.8108973298676749,0.7336956521739131,0.7334487521522772,0.4682595845841795,0.7784481332703215,0.7065217391304348,0.7059934026055802,0.4145360265275025,,,,
splice/acceptors,15525.0,6654.0,2.0,0.984,600.0,0.0,600.0,600.0,0.4357,0.8327134493413564,0.7596934174932372,0.7583561429912604,0.5234672000959323,0.8407523355197773,0.7667568379921852,0.7650447891129024,0.5393905300222336,0.8443989989338826,0.7712654042681094,0.7698270689542317,0.5475248940925188,0.844919408756618,0.7711151187255786,0.7694882553570046,0.5480017222950074,0.9388951681393544,0.8842801322512774,0.8840949069968619,0.7699919062014157,0.7892826746896514,0.7144574691914638,0.7116549109621128,0.4352440444520017,,,,
splice/donors,15381.0,6592.0,2.0,0.9975,600.0,0.0,600.0,600.0,0.4357,0.8385713759711328,0.7630461165048543,0.7626712137744545,0.5279125486071893,0.8444515630177842,0.7721480582524272,0.7717708281469269,0.5462599307924165,0.8473942339555948,0.7759405339805825,0.7755994543704812,0.5537163620766578,0.8457858352663943,0.7706310679611651,0.7701550283199626,0.5436919814054072,0.9408655510143968,0.8845570388349514,0.8845266149230204,0.769592055733883,0.8023597150115984,0.7198118932038835,0.7171204257148676,0.4485900251385795,,,,
splice/splice_site_type_DNABERT,31933.0,13687.0,3.0,0.3903,400.0,0.0,400.0,400.0,0.472,0.7846815772373908,0.5991086432381092,0.3614274084198316,0.2268994143841081,0.8031703673892284,0.5969167823482137,0.3507877396028787,0.2238488726192558,0.7918899824534565,0.5823043764155769,0.3048975187539017,0.1746790294495853,0.7827699302041505,0.5959669759625923,0.3480459858642443,0.2200931558326996,0.8645906838177405,0.7525389055307956,0.6960494143600607,0.566486674087751,0.7674596173026003,0.6146708555563674,0.4284146263788361,0.2633308168578648,,,,
splice/splice_site_type_NT,20999.0,9001.0,3.0,1.0,400.0,0.0,400.0,400.0,0.4679,0.6895744259680664,0.4808354627263637,0.4781310635180395,0.2218988263621867,0.6819243522663411,0.4746139317853571,0.4724065749694082,0.2122215882743552,0.6739401405194855,0.4687256971447617,0.4663900978985283,0.2033679696557003,0.687456506264716,0.4806132651927564,0.4800715432498952,0.2211503685553424,0.8516500210367027,0.6947005888234641,0.6937340273288569,0.5431944651785678,0.7465848023441168,0.5591600933229641,0.557239325155621,0.3414893308223501,,,,
tf/Human_TFBS_1,24064.0,10314.0,2.0,1.0,101.0,0.0,101.0,101.0,0.6622,0.8632148143786369,0.7853403141361257,0.7851149707378695,0.5718813178307669,0.8528724330973498,0.7731239092495636,0.772996864343985,0.5468602746952076,0.8319721384553712,0.753248012410316,0.7532018885335349,0.5066854482025854,0.8573364138026413,0.7770990886174132,0.7768347083102582,0.5555159617746263,0.8727935834009316,0.7897033158813264,0.7895168326150603,0.5804360507117924,0.8308631935695034,0.7519875896839248,0.7512437523866096,0.5070164882808926,,,,
tf/Human_TFBS_2,22870.0,9802.0,2.0,1.0,101.0,0.0,101.0,101.0,0.6524,0.8435005768782181,0.7639257294429708,0.7637956783174744,0.5284336774836105,0.8361421895210539,0.757906549683738,0.7578564446055902,0.5160266991915382,0.8200821064254444,0.746684350132626,0.7464962550223073,0.4941024749915352,0.8412299502398043,0.7661701693531933,0.7659873125455605,0.5331742322898274,0.859817448112913,0.7736176290552949,0.7734444545792527,0.5480737725548114,0.821862491700077,0.7411752703529891,0.740172294106543,0.4861181272538954,,,,
tf/Human_TFBS_3,14699.0,6301.0,2.0,1.0,101.0,0.0,101.0,101.0,0.673,0.8296099499780871,0.7568639898428821,0.7565910402117298,0.5149002093064681,0.8338162236226341,0.7546421202983653,0.7544857868424582,0.5099462178852662,0.8169219144338155,0.7384542136168862,0.7384441934577095,0.4769421072972115,0.8325402366595639,0.7546421202983653,0.7544394935800094,0.5101406467002811,0.8320117070418562,0.7514680209490557,0.7513670149364751,0.5033548376821587,0.7890177469485626,0.7184573877162355,0.718135294969654,0.4379322663622323,,,,
tf/Human_TFBS_4,20505.0,8789.0,2.0,1.0,101.0,0.0,101.0,101.0,0.4748,0.7652811285220358,0.688360450563204,0.6882545370822744,0.3769829376565057,0.7787922614507424,0.6974627375128001,0.6973385956898412,0.395256300350038,0.7710815192710299,0.6932529297986119,0.6925407504622696,0.3883242687504333,0.7769442040884171,0.6995107520764592,0.6993324997919386,0.3995032554508381,0.7578731054809977,0.6880191148025941,0.6862659876592647,0.3803364174443229,0.7235285680183392,0.6560473318921379,0.6512577222413138,0.3210739536880829,,,,
tf/Human_TFBS_5,14699.0,6301.0,2.0,1.0,101.0,0.0,101.0,101.0,0.624,0.93781052122531,0.8555784796064116,0.8555269494089464,0.7116751234762081,0.9271174180028512,0.8436756070465006,0.8436188881425994,0.687860613233612,0.908948633087002,0.8228852563085225,0.8228836458597801,0.6457807226181479,0.9288475817704632,0.8457387716235518,0.8456908845188293,0.6919166302828959,0.929132197891322,0.8449452467862244,0.8448157761192566,0.6910601214565487,0.9162090140192328,0.8233613712109189,0.8229864123329653,0.6495043991738318,,,,
virus/covid_variants,64168.0,27501.0,9.0,0.6325,999.0,0.0,999.0,999.0,0.382,0.9370882484054656,0.6940111268681138,0.7000633344071719,0.65530456624256,0.943608224953558,0.7077560815970328,0.7123065226875385,0.6707202293146162,0.9442972776187564,0.7077924439111305,0.7176713423841289,0.6727182149074552,0.928733240821226,0.6452856259772372,0.6668870674527129,0.6114731942964609,0.8356839311738807,0.5112904985273263,0.5139741304156256,0.447980785693265,0.8647613906662639,0.5667793898403695,0.568135865400936,0.5110222240348212,,,,
