dataset,kmer_k4_MCC,kmer_k4_AUROC,kmer_k4_F1,kmer_k4_Accuracy,kmer_k5_MCC,kmer_k5_AUROC,kmer_k5_F1,kmer_k5_Accuracy,kmer_k6_MCC,kmer_k6_AUROC,kmer_k6_F1,kmer_k6_Accuracy,kmer_k4_R2,kmer_k4_MSE,kmer_k4_Spearman,kmer_k5_R2,kmer_k5_MSE,kmer_k5_Spearman,kmer_k6_R2,kmer_k6_MSE,kmer_k6_Spearman
variant_effect_pathogenic_clinvar,0.1331006000774654,0.6087811603064137,0.4649938604973301,0.5766208251473477,0.0692624084045216,0.5883042484334656,0.4045926657925895,0.5569744597249509,0.033074952961357,0.5767300030765995,0.362293799976253,0.5491159135559921,,,,,,,,,
