dataset,n_train,n_test,n_classes,entropy_k4,perplexity_k4,mi_k4_mean,mi_k4_median,jsd_k4,entropy_k5,perplexity_k5,mi_k5_mean,mi_k5_median,jsd_k5,entropy_k6,perplexity_k6,mi_k6_mean,mi_k6_median,jsd_k6,mi_fm_NTv3_650M_pre_mean,mi_fm_NTv3_650M_pre_median,mi_fm_hyenadna-medium-160k-seqlen-hf_mean,mi_fm_hyenadna-medium-160k-seqlen-hf_median,mi_fm_DNABERT-2-117M_mean,mi_fm_DNABERT-2-117M_median
prom/promoter_all_70bps,41437,17759,2,5.712329387664795,52.43031692504883,0.007086238368244151,0.005154833444667273,0.03332442790269852,5.976705074310303,62.97490310668945,0.003936592415417434,0.001976077050540148,0.043486740440130234,6.067533493041992,67.06710815429688,0.003169906336815829,0.0005158560795832656,0.05855875089764595,0.02746468055263888,0.017917820159219944,0.04088308090574341,0.03571700833932967,,
prom/promoter_notata_300bps,37146,15920,2,7.014340400695801,129.27867126464844,0.02012085255326411,0.014808042616965666,0.0253054928034544,7.7591657638549805,216.64149475097656,0.007688830640667438,0.005916053542928457,0.0336122065782547,8.052140235900879,265.4212951660156,0.004051437906714401,0.001996510473928015,0.043339379131793976,0.12087599994658771,0.10699426786768695,0.0981449986510588,0.09457195572038646,,
prom/promoter_notata_70bps,37146,15920,2,5.708907604217529,52.30611038208008,0.007506705801054029,0.00600179498476372,0.03551670163869858,5.973625183105469,62.840606689453125,0.004151594101794515,0.0018876534412751722,0.04667242243885994,6.065757751464844,66.98461151123047,0.0030997322326902547,0.0003557964273329661,0.06275526434183121,0.03160393039199028,0.021147643166882668,0.04776963144232417,0.04287980863028784,,
prom/promoter_tata_300bps,4290,1840,2,6.9378886222839355,122.60623931884766,0.005587643277917621,0.0028608869194294284,0.007776785641908646,7.711784362792969,209.64205932617188,0.003797247519142755,0.0013760442342840573,0.010412036441266537,8.032639503479004,261.8577575683594,0.003403415200419603,0.0006275788983662878,0.014911080710589886,0.012528584785699112,0.010866241372165852,0.012315178499196854,0.010311029087673895,,
prom/promoter_tata_70bps,4290,1840,2,5.701777458190918,52.048240661621094,0.00740363322067424,0.005961373508023171,0.032314036041498184,5.974147796630859,62.863372802734375,0.0040378062475424515,0.0013759125566064068,0.04376313090324402,6.068739414215088,67.1231918334961,0.003422478624469002,0.0007178873115303297,0.06304796785116196,0.020494669290953012,0.016208490374065798,0.035711764107295485,0.03499358562321653,,
splice/acceptors,15525,6654,2,7.317384243011475,159.49685668945312,0.0036579483372418337,0.0021044383126939126,0.0008512024069204926,8.421265602111816,342.81005859375,0.003053517892716725,0.0006899869059771024,0.0016806228086352348,8.92991828918457,487.7230224609375,0.0030162060450723473,0.00030513901893647333,0.0036531256046146154,0.03783945489556276,0.03126223842707676,0.01443273468740457,0.01284954720855036,,
splice/donors,15381,6592,2,7.319526672363281,159.73390197753906,0.003377433014280436,0.001413303982215397,0.0007353739929385483,8.42177677154541,342.9315490722656,0.0030513630591459374,0.0003660282180534269,0.0015635418239980936,8.929086685180664,487.4419860839844,0.0028818624712479593,0.0,0.003506619017571211,0.03642821144343821,0.02986392573985175,0.013621959616197148,0.011395775900196692,,
splice/splice_site_type_DNABERT,31933,13687,3,7.110306262969971,138.17054748535156,0.004225886298190291,0.0023681929543705182,,8.019049644470215,259.4026794433594,0.0033209820143775947,0.0006438371673140875,,8.408269882202148,339.73590087890625,0.0031893206625803017,0.0004408018686339332,,0.031441373433509896,0.02670884680314356,0.02360004969026519,0.020995733946438278,,
splice/splice_site_type_NT,20999,9001,3,7.115240097045898,138.6438751220703,0.004660199701431295,0.002192507719994241,,8.028204917907715,261.0540771484375,0.003681814972179163,0.0005961028904617471,,8.418511390686035,342.1562194824219,0.0035728207582053266,0.0004419422204153811,,0.030764584063318667,0.02714900291218736,0.02684299668907941,0.02494632733270974,,
tf/Human_TFBS_1,24064,10314,2,5.916524887084961,60.40201950073242,0.0068332735938639805,0.004567320518544582,0.017962977290153503,6.344796180725098,81.27818298339844,0.003795009393728969,0.0012486150888694203,0.026930999010801315,6.5157389640808105,91.50247955322266,0.0030901906636392066,0.00033928396634541613,0.041850797832012177,0.021765981520663166,0.018515092637482966,0.020853461533377,0.01705908996629346,,
tf/Human_TFBS_2,22870,9802,2,5.942402362823486,61.49522018432617,0.00572197304062356,0.0020609039449442923,0.018298553302884102,6.361860275268555,82.2452392578125,0.0037215925684605947,0.0012361048906966987,0.02727559208869934,6.526428699493408,92.18299102783203,0.00319305611156919,0.00077530275503912,0.041804611682891846,0.019736886237950217,0.016276225988110404,0.020757661427177478,0.016778227551635272,,
tf/Human_TFBS_3,14699,6301,2,5.898940563201904,59.6702766418457,0.004912270930081238,0.001625864594889559,0.0152127118781209,6.339899063110352,81.00275421142578,0.0034921238403075993,0.0009023740125445601,0.022865034639835358,6.514813423156738,91.44380187988281,0.0030888281591872134,0.0002611811002797282,0.03557600453495979,0.010521219877736335,0.008800875457608992,0.012967348590175159,0.011825165560623296,,
tf/Human_TFBS_4,20505,8789,2,6.117123126983643,69.4124755859375,0.003127651146967064,0.00020548953837928874,0.00422085914760828,6.46282958984375,88.20751190185547,0.003100609484342212,0.0005600805106736884,0.008586332201957703,6.579440593719482,95.63326263427734,0.002887341168822298,0.00024713709303136877,0.018396630883216858,0.013213944347969088,0.010527354438778058,0.02010348666434321,0.016005512349423046,,
tf/Human_TFBS_5,14699,6301,2,6.027472496032715,65.23040008544922,0.006305249655050584,0.0027315626369577295,0.01795322820544243,6.417678356170654,85.48967742919922,0.0038794908396366156,0.0012770628346443491,0.02825741097331047,6.560035705566406,94.3555679321289,0.003209875645209216,0.0005552075902155451,0.0460013672709465,0.04744233889649636,0.04597699591205917,0.053724845546627084,0.054447888846777204,,
virus/covid_variants,64168,27501,9,7.484189033508301,179.0463104248047,0.019675999206263894,0.01950164949114286,,8.838713645935059,457.84442138671875,0.011679536792449043,0.011169794813545852,,9.560534477233887,755.1055297851562,0.007003761620084774,0.0046091863958364065,,0.01502509899321946,0.012963159190788387,0.021099466997471707,0.020580699293436755,,
